sim_nr,κ_upper,λ,ω,ϵ,α_cp,p_f,prog
5001,0.046025686365071046,0.7747389593826497,0.6297935688006221,0.07111486498312274,0.8951751673019024,0.8912645216139523,0.7876948916594246
5002,0.04615355299910576,0.334792288211168,0.1840466252466521,0.018186669995521456,0.8039754600626488,0.22712206098245455,-0.9070634776167179
5003,0.020353685085856568,0.5594724998162882,0.20768490115610447,0.04130314532961791,0.8788357755365075,0.6490685102976066,-0.7174802908139084
5004,0.04420080778295679,0.5498924075242372,0.5143445183759215,0.07763114143094263,0.9741892196636553,0.8840662176681698,-0.9809339628317607
5005,0.02188520286916224,0.4766167779972039,0.3414277963406619,0.09736640715973799,0.9143070883206681,0.2537687888787537,0.5638526196639131
5006,0.04999927628723099,0.2321996492778946,0.9448573354236809,0.0015740263521611627,0.7130872346192165,0.6008447181440917,-0.3140128287325429
5007,0.01899527369165315,0.8667412286765948,0.9285265287707792,0.022687451638077647,0.8296111452142458,0.40732348028430343,-0.6023682518941631
5008,0.014126611527340053,0.1349054773365244,0.8527757461578139,0.0727442005843051,0.9584522406868226,0.0030664276900265845,-0.7252522336006834
5009,0.0035507184237453405,0.8872649174794839,0.49175712041751957,0.09058914376404358,0.918989959195462,0.043101951448933425,0.0835399448877645
5010,0.02343767786111449,0.20929583457090176,0.42168792881906764,0.08965498988559066,0.6934979359420257,0.4753913826298624,0.6114243615877422
5011,0.023823618993335727,0.27706040881122235,0.6977074338891827,0.006039089520061543,0.7911784492281602,0.8895921547611466,0.34101685491483735
5012,0.008185444463458796,0.3983142835662316,0.45709128727881787,0.09942312059496063,0.7834403739236957,0.763636317668768,-0.35424072626884195
5013,0.015170432406426605,0.9860538641441914,0.326100871496638,0.09421139613359933,0.8658192907154805,0.8210895010430388,-0.7427389531054387
5014,0.007144639026478647,0.24933076660186038,0.6157193268813358,0.04000958795200279,0.6212995312209484,0.24279964698435064,-0.7703957801948959
5015,0.026819994212592235,0.24013634361498037,0.5800998934123851,0.05143335328495782,0.7345138460427237,0.5459638046607427,0.9094080707965781
5016,0.04620987059426368,0.9768311048787393,0.3730800603737745,0.0345103132783103,0.9704056548856564,0.03751563918701382,-0.2867804673189339
5017,0.045726075833956825,0.6175617821186189,0.5815581168643293,0.033626042150340554,0.8349831131088973,0.5728919215487358,-0.7361270021497162
5018,0.031732714322950654,0.6708296922332906,0.28307945954709013,0.03462686674858766,0.8568970632745148,0.9948877770922123,0.313147605231336
5019,0.01160303037878785,0.8068899720577535,0.3827536737689003,0.016318235231253062,0.9519096572121479,0.4706469598967176,-0.1460156514998836
5020,0.011202320929600898,0.726523368541399,0.9220395180190344,0.013396374415217658,0.7521758827675534,0.565317733065373,0.019986764156906256
5021,0.027558287996936333,0.1422023413454409,0.47212606290694986,0.08789546865165221,0.9808998073093498,0.7454192975582068,0.2143476980532284
5022,0.02107234491830784,0.3335325773486087,0.31157134287416993,0.046943312743885024,0.7025815568680874,0.9844535800583353,-0.7592358410907377
5023,0.006064707360282136,0.9888896449571557,0.1223412035456606,0.05687370608449476,0.9594107630616658,0.5318454525674129,0.7834312880744896
5024,0.0014700958032885045,0.3476015260422613,0.34988447741666184,0.0008930795819291691,0.8985716312425498,0.8795051295704128,0.6471993392942168
5025,0.01981574113408915,0.7614843486104592,0.5866785295181125,0.05074022643392713,0.7715730025506147,0.16190045271448014,0.8559509123622042
5026,0.014975690079284915,0.5002997995308319,0.1490235379913381,0.08446281950713169,0.9941798461980337,0.2547875593611148,-0.8561827855358871
5027,0.013046208100739655,0.25626990416888595,0.8682987778544337,0.04824410396140808,0.9254947589703582,0.49973505810317453,-0.6984559251598084
5028,0.049290286372650594,0.8457357178946965,0.25239838392239056,0.058791745568393394,0.94132698404194,0.5022354094311919,0.9015274575609553
5029,0.0419546919591773,0.04512621574886894,0.9041391643765406,0.09902193824747492,0.9285684420510051,0.3795719804090869,0.5657728337913965
5030,0.03816186362708057,0.1980223439995127,0.822392405183831,0.06477953554251203,0.817284128263734,0.7926813075893075,-0.4206505901681361
5031,0.033558872466375345,0.2665293843863214,0.05108601384345771,0.044713291427247524,0.6981955627555001,0.19048618375061196,0.9880709246125021
5032,0.017351997564791145,0.07867033565922527,0.24671429082829005,0.01898116073475278,0.7202756887776532,0.4285465194097418,0.10164528916585036
5033,0.032177281912655786,0.23019965554197844,0.6577822934358953,0.06188446004142805,0.624114203737337,0.15723656270146236,0.4653101010291252
5034,0.015542985462830828,0.06621107224099843,0.6670114244897144,0.021847721854891658,0.7971897180986687,0.7001927350757969,0.7415753702503474
