sim_nr,κ_upper,λ,ω,ϵ,α_cp,p_f,prog
1,0.0018404893910169392,0.3892431906667476,0.09990146744825233,0.053238492733303215,0.8765387591446159,0.5018792120717855,0.7822551547440157
2,0.02357128323771446,0.7675990799020558,0.5874319106795375,0.029499564016614185,0.6043372233386125,0.21109135981324334,-0.4942174535870234
3,0.04659116051067883,0.10641804229350926,0.5136520920714903,0.01753981452303029,0.8457574444378423,0.1649001099595966,-0.5130908882868455
4,0.03428831426315189,0.7183625786968769,0.47221641690782107,0.042367428184707984,0.6124619165385236,0.9067655212692989,0.9210282969790664
5,0.009148579738262129,0.6834687160737135,0.4077947591280229,0.031183445835863632,0.8688557805209491,0.21591784066876477,-0.803023790582906
6,0.015518351945846252,0.7932250643930501,0.6759204224030539,0.0028270932974085745,0.9439787523563087,0.06066775883283074,0.9135280756430839
7,0.011071537536646574,0.6753915821278877,0.3179172507428653,0.0971785513368755,0.6369305424200948,0.9851762538508078,0.03665081484753352
8,0.02834311009621365,0.9544484658413251,0.49182587810667755,0.0072266695776153555,0.7063511730251304,0.953033747308032,0.6038071033160732
9,0.013426798718360456,0.534273641289238,0.10139942392406821,0.056720852057840124,0.8187436878954372,0.7364455976278032,0.9657268351117425
10,0.021135136504636883,0.6369307299825654,0.73353913853848,0.018981477910269082,0.6117284169521985,0.7744033197654308,-0.4908412941318313
11,0.028231236989796557,0.12496325752375162,0.24353614324827663,0.09201704740999558,0.8621294128953,0.3651890950301001,-0.8846802990082988
12,0.04833001727867428,0.9142304442668601,0.19269246039227422,0.0166454122397232,0.8194051965286544,0.6045153745230115,0.42602171827522306
13,0.022410074302911337,0.3699890981247481,0.25840666694850123,0.02825844178063518,0.9063481324210184,0.5610589293295335,-0.3185967598416086
14,0.029287890551739568,0.6337055895450107,0.4689165689121891,0.021891575666067312,0.8500521826999561,0.31160798355930586,0.2315975024258503
15,0.04600141946475827,0.6126572045288786,0.6019292989952904,0.05680849380271587,0.8111645799184507,0.278861113559888,0.3350689659751507
16,0.046753114792177794,0.26919520668027636,0.1234208571261657,0.09552514525496991,0.8086468299902198,0.9484853037522113,-0.8555017556478879
17,0.017053141307233243,0.7002042482963182,0.5581699486626932,0.0780385031933245,0.9007088093749712,0.8610333766921731,-0.5920081713618208
18,0.015397736590387649,0.5099329701605516,0.579249761159563,0.08348847031981135,0.610306826526536,0.5095136669346133,0.2488094877999787
19,0.015526747978033101,0.2094048897082765,0.45784068501820985,0.03226541116957681,0.6673180868704608,0.8090149945377371,0.9853582269787964
