p_f,α_cp,κ_upper,μ1,ψ_E,ψ_P,ψ_Q,ω,ϵ,GDP_1st,GDP_2nd,GDP_3rd,GDP_4th,Gini_I_1st,Gini_I_2nd,Gini_W_1st,Gini_W_2nd,U_1st,U_2nd,FGT_1st,FGT_2nd,carbon_conc
0.946407376575072,0.6340196452764058,0.003462963592570921,0.32653385728508555,0.026768118308303314,0.2131761389061206,0.2846046201659915,0.8010636725899952,0.00745505555992923,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.1814705789160389,0.40994024041054966,0.02742498938920019,0.25719424114545125,0.06606335431111654,0.17022697553949662,0.421178554556562,0.4056422795209722,0.032155976657855655,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.5422715565840531,0.4781803539807476,0.015905757897429297,0.08791481520317007,0.024842372138784617,0.22567566686497897,0.46697966576447414,0.48502205603831045,0.023467670138131225,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.5171045842848028,0.5030037606242411,0.00808592249755958,0.38134243281798597,0.02205964950595145,0.42685567737758695,0.454519849629493,0.06693383566780563,0.048111049819739155,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.19104918235826548,0.6705051440923364,0.0417228788937288,0.05246321776554903,0.0801171341632097,0.262304179202138,0.4457955512316411,0.6640047691334895,0.09800296952924725,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.07489029671497331,0.7674290152910967,0.042531497308723694,0.09810171156780753,0.034667303821664656,0.49183127531391,0.27798803806108285,0.18344482824653516,0.07174201152728511,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.2454937685460903,0.6501886164477615,0.017356365090088904,0.07394317336749749,0.020875865076999647,0.2019414675319937,0.32651661554649924,0.36785245530715477,0.07023344178255657,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.9087624199730084,0.9970225439789241,0.036922757967704736,0.0031342406043657397,0.046988614667040296,0.4359577128565662,0.19351940826520442,0.07258168288600261,0.02736146661575961,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.2680815557443782,0.8635028332349021,0.030368585005562988,0.24260601450653685,0.06521358478944848,0.3957835163302989,0.13249414141086588,0.04673490056777008,0.08202846590425095,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.7952311906275853,0.658397797727521,0.038731521067170746,0.18035523410151189,0.06492184729159264,0.2942316189207955,0.2944298103964774,0.6767699731989717,0.08005371537610792,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.6863453237550028,0.751729032286168,0.0017611590694548603,0.16575864867378984,0.03741580508449516,0.48833277173090656,0.4013626796509578,0.9829791375947842,0.027548354094370366,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.463618608513503,0.6814045983397957,0.04867213637496888,0.217506560733959,0.03099542892093395,0.44120616838064086,0.38210840864600365,0.4405733344513231,0.04209847330147258,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.7394331839349179,0.8014754034521796,0.04094992992221804,0.07634961797899437,0.06779410109276132,0.20540832083323882,0.2722362642377801,0.8728947237378268,0.046982266897375585,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.7568247900395214,0.8114025006005798,0.02514074342432625,0.0926544094750189,0.06159509451969391,0.2654306431502813,0.2876577084858202,0.8263165312281553,0.06343491018434326,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.7833912245905214,0.9755308282911096,0.04365615913924689,0.30334729049727227,0.04720050905979397,0.06434101313698495,0.41778542554855946,0.04001665190581886,0.022032045348154256,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.43153442899505134,0.8111233903052284,0.03803732512113956,0.18889735261605775,0.06969668766195995,0.4385421027013729,0.25644991727034505,0.22146721440684092,0.014171032140448596,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.6348920650046146,0.7666475121841592,0.024808284129689356,0.13533625966292898,0.03179051071427773,0.49963804544201484,0.04095006840251486,0.9215024256615597,0.011112496476508187,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.036806799262777766,0.5765448050724462,0.034821985429734775,0.0946190816391861,0.0013410867881939051,0.049774236535751304,0.4762602375099963,0.8250354846092163,0.060191262263195516,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.3377000601945151,0.985139575490586,0.03413220725911871,0.37916220035199527,0.0250730033161032,0.23042545927880492,0.3840937080268106,0.6102125177732177,0.011934060489309114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.5637212128913696,0.5661182108339141,0.04179838028542794,0.3433754326715347,0.0834938359221076,0.3333475139335412,0.4912554459385791,0.9702029157739649,0.012672059302840584,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.2095548279269763,0.7307880375708848,0.013359467749313637,0.34333629920103764,0.057009427914662396,0.47586767507377653,0.16366148547447193,0.06311317322800124,0.06677545404212798,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.2675378980353984,0.7253910214762914,0.04378109057945386,0.042852524174526695,0.017854867453378248,0.08314115263996023,0.4056536969230568,0.10392699368544979,0.03243081256370546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.7408704888447134,0.6745900881586773,0.033934940717453094,0.054883770573127835,0.08308409005864743,0.40152176118576216,0.3442974239661736,0.8226252556325752,0.08835189187345556,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.7092095891759154,0.42069352734592985,0.0445160352199579,0.37131371011850123,0.041561098698491006,0.003709211037575103,0.06417383848333363,0.4444880181593205,0.06487378895255823,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
