p_f,α_cp,κ_upper,μ1,ψ_E,ψ_P,ψ_Q,ω,ϵ,GDP_1st,GDP_2nd,GDP_3rd,GDP_4th,Gini_I_1st,Gini_I_2nd,Gini_W_1st,Gini_W_2nd,U_1st,U_2nd,FGT_1st,FGT_2nd,carbon_conc
0.3176624300102483,0.9097036236874669,0.03581007625676868,0.11817208319376378,0.09775098350527335,0.09459328705511878,0.339304736343386,0.7135609924636996,0.078821609502193,0.001330012454295609,0.0006924814039908788,7.346743979740036,199.22017215200674,0.25578841059838897,0.0038673372110621025,0.363445545219042,0.005854005811823843,0.06696608695652174,0.0029066526164630113,0.004884523341549339,1.8622066238117397e-5,5.718911374623524e13
0.3201978258039473,0.45524722020860275,0.047528483187621214,0.23422702885590835,0.007068527314079855,0.13104342848279074,0.022156034929074857,0.8338878397086146,0.05922299652676009,0.003110833812222459,0.04045323870645331,3.0723490371389945,180.42978743177045,0.05277484509220816,0.00016661573524215555,0.09680698863106074,4.2251153032199494e-5,0.8410617391304346,0.0026205051124372435,0.22440269454534806,0.000205170507140119,9.93551305986603e12
0.5815834323482284,0.8093586259430132,0.008589794328308965,0.3245100353301276,0.06522531107992834,0.3680392896559987,0.14942769236066478,0.5841260485212637,0.029890847600714827,0.0038718642714883236,0.007260178173009954,13.362898121358034,239.47259098013254,0.16420354177413268,0.00033591498109182186,0.30763692469764525,0.0007628929176376157,0.25243391304347823,0.003163457148053424,0.019879743240197114,8.21009456857006e-5,1.9042689101565815e12
0.851146547026541,0.6929580118869665,0.03603706535706226,0.20944442194388949,0.08767007252495274,0.07759426758780032,0.21158246819064686,0.6005545623970727,0.007887603361947701,-0.000788329738335767,0.03150338185687028,-6.369448740694765,188.15342236501306,0.10173991574311517,0.0002535461218282312,0.2925381471208337,0.002757352044638115,0.5731921739130434,0.0021048271281614095,0.16722015520859718,0.00013988303093099677,2.510271795308631e13
0.6067321753761835,0.4141844263713967,0.03609899806230451,0.36108990864479296,0.046025706052018056,0.23147150901664498,0.4397188766271005,0.410001769020668,0.04160405425877452,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.4840318711953747,0.590534716410474,0.021264192912969576,0.32672615794148446,0.0034638779579581856,0.1307846905569188,0.10353509000930212,0.21944602027051605,0.0499102942924535,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.8961969472359886,0.4788279546816423,0.01855785617449742,0.37797203754783765,0.0647091902108173,0.44168060964765443,0.28207305126331733,0.2410228220896336,0.048295098469312375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.8793023775608515,0.8105784739666826,0.006397617325825876,0.3265429379895596,0.007127277930642599,0.12618013570146158,0.27729889120037576,0.7838231705118116,0.06505339386565726,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.11634752350377969,0.4814351716578591,0.01537177531617445,0.27776776669906955,0.03406308071052007,0.2217275522066597,0.03590612478824522,0.5994984553532825,0.054536652721253014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.19440894681695103,0.6905306332932821,0.034844779231299375,0.27991954544505004,0.06969635400822975,0.07274931091950859,0.3913163746808212,0.38477284618530894,0.09656993718043487,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
