p_f,α_cp,κ_upper,μ1,ψ_E,ψ_P,ψ_Q,ω,ϵ,GDP_1st,GDP_2nd,GDP_3rd,GDP_4th,Gini_I_1st,Gini_I_2nd,Gini_W_1st,Gini_W_2nd,U_1st,U_2nd,FGT_1st,FGT_2nd,carbon_conc
0.6130008097422672,0.9526644699935165,0.021495557017713537,0.048204046717403075,0.08280321664852108,0.04992209045739999,0.3124353105127877,0.02242989156591343,0.003099997179627827,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.26456555965963635,0.40191617556550707,0.035104770698557754,0.19760398879653984,0.07586713918037802,0.13021369103320118,0.23732770878753034,0.15985181884456717,0.09770582659500761,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.40943200064834795,0.8935269134151832,0.0028243510595968783,0.16153783053588092,0.0931413785598747,0.18740580430677195,0.402789419224847,0.8868408619325262,0.0004727049066579074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.26009162448323137,0.8253731200188719,0.028846771081347467,0.13022400516032578,0.019179270305276157,0.2743951099226224,0.3742099401995617,0.934204916854399,0.05414443195658989,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.5063104948505348,0.5709432544630909,0.02242770515098694,0.20524790277722196,0.06543135550641327,0.43365999244636705,0.0646455221947911,0.5943221300120396,0.06351497837281993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.14645190850589057,0.45697979025650887,0.0004207594016720106,0.20000891414489108,0.012425538014872192,0.46775346456759653,0.40672542135300066,0.7353920339260726,0.006494542973386071,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.18395759206800552,0.9966797410634872,0.046926715735776454,0.2035322922558807,0.09246052626303505,0.3355041054621828,0.07611776180411339,0.3185712618241916,0.01049430590549152,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.00837969562769535,0.659192808226077,0.028597805235485243,0.004685864672909736,0.05385716974909297,0.4363578729432361,0.03243975613221924,0.9223544842521331,0.05043131239550833,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.11786560159850057,0.4812298053413679,0.04367091208553417,0.3265755912323654,0.014126343420870328,0.3868203043975991,0.05778276213312978,0.556974170098006,0.0632865650536008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.19423525854980284,0.6105761571149025,0.036594700358456494,0.16044151052159658,0.013943262607520513,0.15479172937237223,0.3314055400267076,0.5051338628681035,0.07641416389840001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.07273195419854638,0.6015120742810204,0.006107226653474478,0.01423754760926767,0.060571264542883176,0.17969617907489724,0.17735137001336268,0.5076980969437805,0.04132942208065467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.9236141115722507,0.4147919282322513,0.003244117355452925,0.1705055382942073,0.037488649850781514,0.20023201133666346,0.22021080851549832,0.348235025962806,0.07815102882134886,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.4438310071169884,0.7936157470929727,0.021600175428699946,0.32585835814213887,0.07916874761768954,0.10178820643060042,0.30948495199293136,0.2365368736308397,0.06679834782127222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.5151524583261337,0.5497484590856563,0.0348223353916265,0.3081256516017817,0.06704997251783404,0.4197498182167413,0.20023568966163874,0.10167312893464421,0.03491963250578586,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.22031403163570698,0.5055078683765352,0.026498676327113724,0.1285487680079655,0.08024294683420516,0.1061055418467404,0.030899912468990827,0.3562196886899716,0.018708344626286403,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.1997730903521082,0.5723996000809692,0.027075599546251067,0.125164960971094,0.009564353856607321,0.4673585708607465,0.39395633568232796,0.2292767486092136,0.0563905977586428,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.5838469292451461,0.8869654317614805,0.048800251718157564,0.23786683280940016,0.0827203192612095,0.1265781303008075,0.03733664105390399,0.7692955339020427,0.008928650661040588,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.7872566478049037,0.8772664286446094,0.04913136557236776,0.36022528046069424,0.020151132358607902,0.3289882860217985,0.3973942695063038,0.3747872073744166,0.04121740087317695,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.24192393994175646,0.5783951843701802,0.012099552303006413,0.28634836858360074,0.05804399608651824,0.0695475478737916,0.4307026838392533,0.7243796174734218,0.05837242715514847,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.9111011514863916,0.5096823189946564,0.03216024252173815,0.15869233530566182,0.027031399292456522,0.3054526586310437,0.3824072518753012,0.5694173413927718,0.09745082528440431,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.600023244597117,0.8969174594300362,0.03200243734787885,0.040981482185777414,0.040256397871659626,0.38254658937594455,0.06520415730108069,0.7765481566842908,0.04670087865178979,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.46084142482939067,0.7900744225754434,0.000258539947861742,0.38685722097470165,0.0930892804580853,0.2965846037946327,0.3501115666727816,0.8279026422461299,0.027506170377696006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.9080242637765056,0.47130363301418177,0.0007383627523433545,0.057971268598960526,0.07496980902443029,0.16050068119111696,0.34361878366992943,0.3711502551904091,0.032094790493224,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.544823063970924,0.61542440277002,0.03845159201414366,0.21944932538532305,0.0740760312919193,0.019077750587560765,0.39048062376761256,0.7981281406466418,0.09589025194167364,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.08440292439781272,0.46514717878848355,0.025503642657000388,0.17978724367894783,0.023163047196499316,0.0025675837886816252,0.04982276475894364,0.46628516510395746,0.06368582375017384,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.7308729276898144,0.7686479774683093,0.008588093119228033,0.14206453073566958,0.006016408903620821,0.4971267602282992,0.2398812862846922,0.8365120474933363,0.09418408702691262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.14594688508620643,0.8379086966016067,0.004234239812248789,0.3832744517847955,0.08333147898901916,0.14290998743943464,0.2987760442952104,0.0711018256653821,0.056619864507025545,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
