p_f,α_cp,κ_upper,μ1,ψ_E,ψ_P,ψ_Q,ω,ϵ,GDP_1st,GDP_2nd,GDP_3rd,GDP_4th,Gini_I_1st,Gini_I_2nd,Gini_W_1st,Gini_W_2nd,U_1st,U_2nd,FGT_1st,FGT_2nd,carbon_conc
0.3409730462628657,0.7517995508926534,0.044110866977203414,0.3883223040780759,0.02788494547180161,0.38758744057282835,0.2652399825779895,0.6634852622341423,0.09152492500456497,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.11322172642730291,0.983056719006447,0.0026389886245547643,0.11897510299060732,0.09351597004686518,0.02608512023349245,0.03917950541865889,0.8101906111497043,0.05613517362197965,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.49425622100471045,0.9834906840110016,0.04095161042781757,0.006691381095572244,0.06835597083681764,0.4381216525678302,0.360396105906805,0.656707110313238,0.03762494489462084,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.04970466558649139,0.483967302877472,0.004773365677867732,0.07353377407392098,0.029328943151245047,0.03358851172089815,0.48867375011848363,0.7189599884773129,0.07744125177829915,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.21431847936147255,0.7568154082838223,0.009499343872988283,0.19271726634106856,0.01704919410826539,0.017464502813727602,0.11004145011151113,0.030053626776393706,0.09830508173005607,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.25843016895002824,0.5220262219550499,0.028567062698644115,0.3179677823965015,0.017999884634071792,0.1859718063070791,0.3462850561302615,0.29474797545581566,0.01579515846988158,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.31325431242824964,0.8948511346137216,0.03241371977771051,0.11685148219315672,0.047916446167493736,0.32323840364884526,0.1847178716564003,0.8224484013809497,0.012283435191545561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.7359965772897548,0.8315180692070591,0.0035983720126777385,0.23760775826216685,0.04047243343346272,0.2683068371395581,0.12981776559371414,0.5606625770040453,0.019873332022203666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.16936775712480748,0.594101008863716,0.015576949305202452,0.3550537119604304,0.062193951949609805,0.1816017542853572,0.4249716824944162,0.20309731701582812,0.08881247066108405,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.9386544751657401,0.565702916882862,0.04403530836022074,0.24959112452903948,0.004472314779437808,0.19222891929134384,0.35660142647321474,0.9708422888172854,0.09325864364977526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.4247620522738348,0.8305781417610965,0.003403540356835124,0.2977421072562884,0.08495818793331018,0.14425318974883092,0.2378806292671577,0.7359281493881429,0.02847310812704991,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.6697625764834826,0.65597403578825,0.033362709972432805,0.39105793610394374,0.02260449082666007,0.03599186387579181,0.17281016730938373,0.663092584071553,0.01655546448146094,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.4367517093404089,0.983686209296353,0.025184949319014518,0.011406770377135726,0.002730885142430557,0.30304456525671447,0.012445610006333567,0.41491933929143315,0.05042681135800603,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.0699690897518649,0.8925909217574184,0.0018162715010070975,0.028254442459916186,0.07576018116673286,0.41889956175254517,0.3105638197846469,0.5295182800564983,0.016165332606196816,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.9923178613856543,0.7056033606828132,0.019041267207190342,0.39444643957772535,0.0913477093982951,0.18849135629332733,0.2629914339839247,0.619801298861956,0.009089771864582612,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.1281734504087102,0.712266591431783,0.023295540021870693,0.31604702052592154,0.07148503943254414,0.4826632354052813,0.2706931163238313,0.6114848708652862,0.0570413545918588,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.3062257727104096,0.5414371057432186,0.007773345345676629,0.11119272035016846,0.02494578423286145,0.04273213730814569,0.19515795185582535,0.510087839372774,0.018935606595110833,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.5610504732806136,0.49743753449846745,0.013253755390145153,0.3594938123906869,0.011277111332282172,0.182539216931385,0.213249219012623,0.5036305253658869,0.08547498878344159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.2750382621736188,0.7655701100769423,0.02778958136311914,0.3555763540418807,0.004810000252869728,0.06778649126246286,0.2475900138531963,0.8875605499779222,0.08527662703246074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.19552554791221893,0.8215467663533436,0.01254410261075622,0.20971878872949792,0.0049984482895500905,0.40546236381097894,0.28505251882803084,0.9526119469055562,0.011287382037985372,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.5880569750575662,0.671611241318208,0.014206328419202587,0.12747520311597274,0.007066605404065965,0.2181866966914011,0.3048347988929751,0.7897873222907993,0.053622370732377134,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.11136417017885164,0.7405009543311116,0.004334231429758671,0.23692155145117755,0.07162703530813815,0.1142364348171646,0.38997634845936924,0.30504649897123065,0.05147420364475872,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.04679177480817751,0.46340473432045615,0.0006733804977346972,0.3856183949346479,0.026981104936579514,0.3796497453185962,0.07102666158458698,0.5228350461328826,0.08606920400840133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.3621623879478497,0.5620066629988,0.03980539338604147,0.08415686643638175,0.03423042781936486,0.05823042630763073,0.4833566184296903,0.8311009643577574,0.015635896746368744,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.28230686835042323,0.9170878372954151,0.009764990207493612,0.17180870318370622,0.023028837517275434,0.14776967392603843,0.1725081850543724,0.03955801121380211,0.07209099430705605,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.4687834729408114,0.4170537817619378,0.0075314239836526495,0.2199130445419494,0.04003285909239887,0.3964415601297519,0.3239424982782842,0.3953393388867309,0.029557546914997065,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.5774331582203809,0.5348976468416564,0.01248399794576569,0.1875348036218958,0.018087880194705735,0.4349706070877352,0.308376163859216,0.7256446921456694,0.07798354307925716,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.19153482171607203,0.7332785317280861,0.03697032882214612,0.23289567303084022,0.09672154184514223,0.08282097829314108,0.16109763875469463,0.37264085115651585,0.06387298584450114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.35521015462534533,0.8348848777464117,0.005272260232249221,0.06213415119419428,0.06748533050191372,0.1866653393185587,0.19298936564245603,0.5256722172641385,0.05862716269296625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.16637395641538294,0.539919367528487,0.04955700923441059,0.1479241518373122,0.008866408447530894,0.46932547134258923,0.20009523874715657,0.6043155998315457,0.0289537852296756,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
