sim_nr,ψ_E,μ1,κ_upper,ω,ϵ,α_cp,p_f,prog
7501,0.010717375849973461,0.0968170580771557,0.0021693439109206473,0.8580387282646239,0.06350477334944642,0.6244104886945735,0.22106794914269362,0.9860427163513255
7502,0.0948167366476842,0.42751072684010444,0.04744548476060297,0.24753743598073888,0.0801806810289783,0.4390635119604212,0.7462246887217848,-0.2966564532806959
7503,0.01152082295782833,0.01127553164132427,0.04120125938216512,0.5404404204936701,0.029202823463730855,0.9417547347480525,0.9291111704815619,-0.23118200879313022
7504,0.09988032935250384,0.46284230681933713,0.041570742864132045,0.9625521237304101,0.02587352332360996,0.7573510376876954,0.9561435981946048,-0.22419475848719372
7505,0.0377750919115502,0.08893900223508845,0.04368142475935145,0.8794725072906442,0.06394183365595955,0.733526275941365,0.45929051063836485,0.3919104807581535
7506,0.0014313111736267026,0.032186154435837264,0.044007693812452765,0.9452969952710731,0.061814081521657904,0.5901895001906599,0.8783919637209543,0.08141573649482803
7507,0.018155435003105624,0.41939012068208875,0.00910771901657868,0.45639562685326684,0.015700202222108522,0.7708782881419713,0.03404451077940494,0.40634825886727066
7508,0.07878199381665024,0.4370038405960259,0.04391686127065086,0.40440955513657506,0.003950565652462032,0.6420300198523168,0.6410641282875791,0.4197995766306506
7509,0.06784994977694392,0.36750912962050614,0.008937849436986472,0.7160440919756325,0.00679907201219174,0.6889795764224891,0.005922985526731091,0.2771447670691376
7510,0.07177427589907867,0.21167047940031034,0.01964505637237976,0.9563212836193615,0.08001388429160768,0.6257365188527069,0.21347130053514474,-0.9796635468548291
7511,0.01883329718381185,0.2345149247313273,0.029691742652348765,0.6142707527060038,0.038432954159745,0.7051095239586262,0.4495999383133868,-0.025134331444008562
7512,0.007717131138829232,0.03341817588670408,0.04680415852069009,0.1417362672419371,0.061465336451616184,0.5851009749874613,0.8907191940481777,-0.5992105076381881
7513,0.08984303609373218,0.321839793401305,0.02502045642419275,0.09889047504899583,0.0596387011523593,0.8209515220832537,0.9367495091084039,-0.6422371446289175
7514,0.08918090536723672,0.3244596299807795,0.01870863745349931,0.4648092054059754,0.06301717169155492,0.6512812854117227,0.8797492082761642,-0.11807369722580607
7515,0.02939531638228021,0.25049961980356067,0.04210902552471902,0.8081729748485256,0.010113901452289045,0.9848397333997508,0.5135294785805968,-0.4711675087610101
7516,0.04906152418679372,0.1885190361510989,0.013823906045057635,0.6655306764458381,0.03423339718501914,0.5874193609034644,0.9410141353653733,-0.22180056196937625
7517,0.03612707582684518,0.32633249939460185,0.041820926514789775,0.7011421636788153,0.0023982572984988402,0.788145731969326,0.2812318240523622,-0.05877015851949796
7518,0.08613275223151884,0.27228045817801116,0.00851381051974212,0.6173302859093914,0.018808390212774653,0.5054223938626599,0.714847130904058,0.19142530911127698
7519,0.04761510494243026,0.17938803808759632,0.01112320769982198,0.8627952274242422,0.08438395280646298,0.6791220297618636,0.1924911758579417,0.21520309651211234
7520,0.02903239397777547,0.4945274584054445,0.03759337843742309,0.6032707555778433,0.03295567016411887,0.7822747514921407,0.14996615623502407,-0.23643958890518668
7521,0.021815674399635915,0.49650426489765803,0.004890482732141432,0.39443243719195314,0.09324746778353261,0.48946972024563506,0.5689547603818945,0.27665555962881316
7522,0.014826931932220384,0.4874173192479863,0.019068028219317152,0.7337818149812786,0.014951634497469769,0.8566958886649179,0.3609182390101359,0.14047490721474687
7523,0.038200373706183545,0.3180394266034275,0.033392387432752475,0.5129955605056247,0.08546792489868003,0.9370059120799075,0.4845873980270676,-0.9734400832037924
