sim_nr,ψ_E,μ1,κ_upper,ω,ϵ,α_cp,p_f,prog
626,0.00018866486559455774,0.10639923164236337,0.027218128214264833,0.4200127574705022,0.03865129015518676,0.6153531153536064,0.8467662034650791,-0.7085585704245558
627,0.06447676520942573,0.1363899914518724,0.038313808977344314,0.4463569780896598,0.05508797310812211,0.9785373168892957,0.38325975664578593,-0.6946496384024745
628,0.05728189943525202,0.2946208855389693,0.004168365478777715,0.24342909112374117,0.07474162746251331,0.8445444441176202,0.6827382692240427,-0.5789198492466638
629,0.09693893508453355,0.48510107482418235,0.021109994137607044,0.8762683863724178,0.023993918935725347,0.4869265609932857,0.6178041525381528,-0.49752710957906787
630,0.0357759283698068,0.25802942853787686,0.024365472485830875,0.22788298145898883,0.019574157682355254,0.9538745837099306,0.001543147940892884,-0.08161365513196883
631,0.0944187249492161,0.27558237173062494,0.004843028103626534,0.3797498945836593,0.0925039867569672,0.7859779338946582,0.4986514723058306,0.32105678924086933
632,0.06603494951255487,0.2811931318253631,0.02813509634770723,0.9694652229669815,0.0262306438306406,0.7749294355520042,0.5688552865182821,0.8899540955174692
633,0.00944833204934926,0.09827061871103827,0.02017633255346368,0.323640555686549,0.03794741197613736,0.5530101074647955,0.888197560753047,0.7998247798604796
634,0.016560112674397044,0.1601794075134221,0.046065234757681144,0.2604938555228526,0.04718865298120511,0.9930328413491996,0.621942399479577,-0.8317835680130875
635,0.05661238021480343,0.08765340195961356,0.03364689957312438,0.628869714603878,0.07385414021442543,0.7988184107602447,0.18086622084390452,-0.3362101866762075
636,0.01202187806256171,0.24935965324000822,0.049291804099123426,0.026755121424583916,0.0920854021407918,0.9407246079421945,0.922711144787463,0.6613249948719331
637,0.0014880663561969256,0.4937482131732877,0.014367957802039658,0.6160779425635182,0.010878096883786097,0.5862114877670555,0.6876583235952028,0.34854477587054067
638,0.09274388828539262,0.11440849891078958,0.0335181219754728,0.23759492193618342,0.03559800244134006,0.9273696828020247,0.9418832525000498,-0.21958025773445866
639,0.0037563326510907345,0.32232086860656656,0.008445581565325298,0.01533039917867816,0.08206606915782173,0.9419390143968815,0.4334032550561912,-0.24054734882252782
640,0.04969046032474921,0.4596778902537355,0.026372090687422772,0.8071172492101044,0.01774685173565409,0.8576832613344917,0.7523620703195529,-0.9858017998975694
641,0.03008074387324531,0.4440446662438574,0.036579454270215944,0.4921814629666256,0.09389321701460229,0.40870773838135144,0.6060307292174957,0.37550641697134624
642,0.006565265300516168,0.33649540137276,0.041322732166779015,0.481761055079226,0.054269649535912526,0.943750967523353,0.1956667060689978,0.41935947660495154
643,0.036439445418532584,0.04844260063033322,0.025207092294621675,0.6055403048038406,0.030833192079050428,0.8546128221276977,0.6070795161676037,0.36158941238771725
644,0.053892379460545564,0.19360711291726693,0.006511762399851937,0.4673111327997462,0.04924911506497838,0.7414555498920274,0.23136057606428012,0.29712299191120906
645,0.02180583971769654,0.42973232984362786,0.04149795813537475,0.03079627588651459,0.056364660202872896,0.7871428984436968,0.1595838957645198,-0.5410023862560529
646,0.07122468113703487,0.1933723224161731,0.008830915224180252,0.7664405934192682,0.04495283272777461,0.5347967722297241,0.44963296187166435,0.02146948422861361
647,0.09547783373195486,0.3249230989086365,0.018046696115783682,0.9533314570153587,0.030083662158266203,0.5815898791470481,0.5846526016630549,0.5779735300307451
648,0.07141268356553124,0.32046984732756933,0.008127241201817103,0.21855121247640463,0.08127613721480167,0.6453489067371998,0.9142333539742622,0.3080205808111791
649,0.025079802274270736,0.3309196171212077,0.024758517098026372,0.007258037681941828,0.017026241897699333,0.4451602691192308,0.8216586801493817,0.8058313925942149
650,0.009275432699409801,0.022734489074653096,0.016734920037860975,0.4935328789349901,0.06631639701863273,0.9473967545641736,0.6260172605962374,0.7122540312240748
651,0.032826691863110845,0.30753869927077615,0.029288868097588627,0.10710065644341873,0.0007368289880021604,0.4500044677001832,0.7028336808934583,0.10266564531418787
652,0.055598538634373085,0.182194558971231,0.03723470898501116,0.9249083300113489,0.03970323137200732,0.7355603399557971,0.8685917863134538,0.8659658576989369
653,0.04739210981997652,0.3794514725997543,0.01955610423184408,0.3126278074842094,0.05186155914256099,0.43171603206910164,0.24080794497822103,-0.8225842511407289
654,0.01316210987086747,0.3339580614767981,0.047008509891125726,0.7022875200288616,0.007124457446149226,0.755895188827381,0.3388369751147307,-0.35908498242645404
