sim_nr,μ1,ω,p_f,λ,ϵ_w,ψ_P,ψ_Q,κ_upper,ϵ_μ,prog,ψ_E,α_cp
12257,0.14754668201793758,0.7483506033478068,0.2125060435045565,0.8023844458219912,0.09897663947548022,0.2334030111626559,0.08322985793400427,0.0034586720535601714,0.08243745351189255,-0.5311069765908447,0.1101290091583457,0.5127471563413601
12258,0.016299479993578718,0.5017069605033688,0.8313423419432857,0.5685360530895479,0.02673179701964767,0.002323934518934773,0.1191686844355148,0.006623739952615733,0.0005903209017203718,-0.013095034698256125,0.1485214459780267,0.6160806201632606
12259,0.24485567017015217,0.2938035083807706,0.3155162322823638,0.3047992975253023,0.08242315838303997,0.12926820300073688,0.21025604857331515,0.006448399618020775,0.024544535546381176,-0.6575574366451331,0.23994922321433315,0.45547978897755204
12260,0.11589339195987249,0.720408051849143,0.36784462960531067,0.7841942130103015,0.06617788364243911,0.19871762442972615,0.05082137085225032,0.009368652757604096,0.06831976120988079,0.970605296312824,0.07581198891419402,0.6504896285888638
12261,0.2776620762917279,0.31494353259969593,0.6692520368347588,0.20167413404693388,0.03956370782082967,0.05387189834913086,0.1515681696631588,0.0046271357475658435,0.022364363613005808,0.8885972199737344,0.04400870783537383,0.9222731675535365
12262,0.464078431414818,0.5877242273811917,0.40792156757568326,0.6199595289541454,0.007285339990075389,0.24379882473663642,0.107998409942321,0.002558178588918271,0.020683330270690387,-0.7915351252744659,0.2045150990131045,0.5506746157562838
12263,0.15985794466850647,0.04244454644868675,0.6779007395739066,0.8031569282750628,0.05087021453856755,0.1480869077286558,0.08839374690723338,0.004233811784622199,0.04725147721946417,-0.8247009896918831,0.1581368337876126,0.6610219387972198
12264,0.2679068828954878,0.2735359945494351,0.35815787516987235,0.0393230193720992,0.043085237214997366,0.06795115630448625,0.24448645189890805,0.005562408145451846,0.061600752967282305,0.8762441389973492,0.14616574180674247,0.6802013392230067
12265,0.36458867124299216,0.8987018459303706,0.29480804859406246,0.6163842870076055,0.022696496186665516,0.03105006205629804,0.23128482010556345,0.006984242326999721,0.056724024278518526,-0.7962793353143094,0.09276904313127782,0.67422467590626
12266,0.460890858099446,0.028136011955546377,0.3506338998028214,0.6053710172680536,0.06244657780495338,0.15281264088583685,0.003523290046276582,0.008132420077695324,0.09512741091054656,-0.3967594207149491,0.13106802095708184,0.6670140403246042
12267,0.09160138608418998,0.5638057306370332,0.753515493756964,0.9687109747825432,0.0673684583319849,0.005486827789210623,0.20868011064107977,0.0019872824994440477,0.03554282574631742,0.2964212814218681,0.11281160778446438,0.8819683940208092
