sim_nr,ψ_E,μ1,κ_upper,ω,ϵ,α_cp,p_f
8751,0.06283581739848694,0.23256403956184007,0.017805232396322538,0.780542429658111,0.027262157975317808,0.6827002177947904,0.2894065655147107
8752,0.060752358439966264,0.10924713128721032,0.024355436116198604,0.440735054586918,0.01364595120987906,0.8940377384885678,0.6166623992758743
8753,0.05257068699907385,0.16728535336989006,0.011440462191163566,0.6277287885191486,0.06511048154251975,0.9725928975179031,0.18051429686551532
8754,0.0998897699794631,0.31372065158472767,0.030911651186382734,0.44706422635259424,0.038901648164795105,0.4382653089125882,0.5823186445181237
8755,0.02008394391443955,0.06449674584683164,0.04564703050759877,0.48426385546566114,0.02630574469042453,0.48153815115571075,0.8434874277356512
8756,0.046300703036039524,0.442460644553345,0.03351288812487829,0.6001328263946265,0.020261632963303633,0.8659338246385706,0.44791271424999485
8757,0.030085176076351108,0.43697218366416357,0.030582222813151955,0.5558705053422178,0.06569168915683771,0.7247303562026812,0.10945172419320834
8758,0.030726259449972357,0.16674879449583158,0.03530201804840151,0.538158963322122,0.04536084224846687,0.40177486705525933,0.021699548527626997
8759,0.0377649409015527,0.11507838403529866,0.008561919167831559,0.397124763794878,0.08620444272208679,0.763724825426322,0.522409485073353
8760,0.04236625760106352,0.11091702136441636,0.008558754731374074,0.8900282520778876,0.05894265547020788,0.8620650963968636,0.14330521445524247
8761,0.07214766293679864,0.17236307549230104,0.0014137014731473684,0.868239113975697,0.06773903710277261,0.46411075695289494,0.7726020878970545
8762,0.044098815877776205,0.47646589852229637,0.009274118656306977,0.9218296270131424,0.004015626082507995,0.7001543429164734,0.6355041637619392
8763,0.08460848140988304,0.026178968459330047,0.010012847540745586,0.68937667840453,0.09090109054574926,0.5685001966718544,0.858647768130217
8764,0.07650322002668015,0.15192699288371406,0.00043892133997335507,0.00476796913420097,0.009800623662537391,0.7696138577483035,0.25977812382277576
8765,0.03730387192408068,0.3676079892952602,0.012644278293219484,0.7636890621315694,0.038612477532756095,0.5704616434227086,0.8770665301034193
8766,0.054758939525486085,0.27436097432006956,0.03331864278592039,0.08092349094805358,0.08542963408944693,0.9395027419412635,0.19404931553808488
8767,0.05391398237225592,0.4270120281504517,0.005860957894672934,0.09539475717866007,0.07254887268559844,0.6711404123658983,0.3238775779958684
8768,0.027449823100866928,0.3770272791538728,0.029422919662432646,0.9261000070526972,0.0007586840902882603,0.40534651209415623,0.06835927159311976
8769,0.013631034745799278,0.49694652672780065,0.020270629347729788,0.17928528325346146,0.07420067844808353,0.6393634574721001,0.7475761081877341
8770,0.09007110500802776,0.4909596349715728,0.023958048518644845,0.10933442354927077,0.09154008639483074,0.47172829261858995,0.5924583897923987
8771,0.03849431761616555,0.02525723651788669,0.027523083897950947,0.1014036081599203,0.05521916669651864,0.6601492205862576,0.23004100650752704
8772,0.011465017997076127,0.295254686651685,0.04732148662315809,0.6500427820952239,0.054340640425502046,0.8489286973861376,0.7391054962790774
8773,0.07093466298307659,0.39624013376376704,0.007245199500748112,0.8299702142477747,0.07608981643187109,0.8180232355132927,0.7104799029568272
8774,0.01593900982124585,0.2760089023049167,0.04494994248696414,0.7679181209034237,0.0652129731257857,0.7563465237073728,0.22225865897413122
8775,0.0959689585321564,0.4578375017789993,0.037648764815441035,0.9068890103000654,0.05189961049125759,0.6860455820615143,0.1411682819649775
8776,0.025745979307612094,0.35421380316657614,0.04720505466464453,0.48900922868517444,0.06099345957293452,0.8611992535726969,0.7557031455875445
8777,0.08603532825102632,0.39795985650696264,0.007804906712353678,0.8280926854938456,0.037569839484274226,0.6256956110538898,0.9276348705824122
8778,0.08123074460553104,0.3214551868893486,0.04799901913693077,0.4193021039590658,0.012080104234061063,0.578941459562454,0.0937398876084688
8779,0.017188102986910668,0.18898934299772438,0.025638319557194585,0.32229428413659367,0.069773242098816,0.5012515221861531,0.6331143777086483
8780,0.01554978950609429,0.4082545492349802,0.03703053816661969,0.8649275003899703,0.050436712764244745,0.9542715643425606,0.21227826581692089
8781,0.02605850165374209,0.33248048843634614,0.00497380670242951,0.8161800518887175,0.04571995565355231,0.8654045925499798,0.6276213671726844
8782,0.006543987605614102,0.4828341682909018,0.040430492050741784,0.5748830191940457,0.06266463031275074,0.9661352854478646,0.9203227780018828
8783,0.010163163890160204,0.4497890385550433,0.002172476963590291,0.566219645750756,0.04506383964248932,0.5205026034360701,0.8319841362392412
8784,0.09405311782239771,0.18811078917006563,0.013250061557359576,0.18675931828587367,0.07402495672186525,0.7039061521970313,0.6544683448888422
