sim_nr,ψ_E,μ1,κ_upper,ω,ϵ,α_cp,p_f,prog
8751,0.08765526800013157,0.3855957559627889,0.015091350464507023,0.3219632069877583,0.09042224667180958,0.5452625937341291,0.7182494331846236,-0.6285212269515279
8752,0.06492175828889807,0.10723223065387574,0.04288138376124201,0.7192836067994628,0.07386328547681552,0.8355106673652,0.0007880189411552683,0.43201505495680803
8753,0.013207238059883539,0.0784236002522944,0.010786192143252741,0.29741838364653084,0.07257453123282558,0.8525194448261137,0.9413976022821333,0.19015738468335752
8754,0.06104795157773575,0.37713601027383536,0.0016877019532871612,0.5581607263094072,0.09744863546929594,0.8637678800997737,0.9265290387987146,0.8083837125696092
8755,0.09661654907592221,0.1649383200844794,0.025718521315915788,0.2959177609827218,0.07533199544486668,0.6862548537295672,0.7583866833557712,0.2193946005774905
8756,0.0604818670337626,0.34761972048467726,0.034269721501663096,0.7870558413630326,0.09500720151506065,0.5167296177209562,0.887659760530062,0.6989280617743272
8757,0.08628637852623887,0.03811775405090048,0.02002245830612867,0.5763158573567647,0.004198593408610743,0.4884648677700766,0.6210370525615295,-0.38753791446714025
8758,0.059177248955996145,0.44171322060021095,0.00874730376394851,0.9088642777449891,0.05751135498693403,0.615005882341602,0.6112328378928191,-0.7934628481006153
8759,0.05717475515641292,0.0035764705587819135,0.016347420673252355,0.8443179355271603,0.07714186634846637,0.7187544122220131,0.3082343942581325,0.45778761134495394
8760,0.06501581249481865,0.23552217252978358,0.0439655508635093,0.8481669872719253,0.06387094348168208,0.7086441703507653,0.13182889327737699,0.27298405335695075
8761,0.07088551794731655,0.4027895572900887,0.04332217042404746,0.36247392566334447,0.003978781753339697,0.5884610020350157,0.3985713629778433,0.2923450433977346
8762,0.05367573576394174,0.41773942172327505,0.044511589215395414,0.6220777670693713,0.05537983614036399,0.7710283622106759,0.09883720888142822,-0.12876202332427145
8763,0.0705021396280097,0.28216559238515715,0.0026054967826398883,0.1102637970386724,0.03386707476129613,0.7843652251231733,0.7227084169030119,0.5957139786858241
8764,0.08570597915164146,0.273753357239221,0.02822081666917797,0.04987880827578083,0.03696980460511745,0.40198086834677654,0.3457394835144253,0.954963261468003
8765,0.07614084412356269,0.2756833475019649,0.046171893839634104,0.38127432240483283,0.09998085066670291,0.4776875181370158,0.35499471240089403,0.44592216848005384
8766,0.008028696321049043,0.11199209648701437,0.017457245234384394,0.8384748377249746,0.0017402706650879209,0.5840066239575463,0.2621146703155413,-0.592004751541714
8767,0.04252664482246583,0.403318982844013,0.017021543994394674,0.454988358085936,0.09487426764822349,0.6448549366101738,0.32434369074788605,0.8279873106385038
8768,0.06852086774034774,0.3925367653773525,0.03476714769548457,0.8539624999851211,0.07782384446631305,0.916038426315451,0.44280320871894485,-0.05200631100383213
8769,0.01928189649495332,0.46598455006709294,0.01999261414436568,0.6186189541721242,0.004701862230306643,0.5743031438798816,0.10146670657380143,0.5495254703463208
8770,0.0011058996858843704,0.173672711412076,0.03593390964007711,0.15071246800832172,0.05895499744545011,0.9082487359360523,0.9313032989281693,0.3088581282854683
8771,0.029627179896139274,0.29661761560916805,0.02877716263863845,0.052189870331700146,0.033576804444001,0.7968258487261053,0.37901784940174693,0.05468626671926091
8772,0.02319440653992656,0.09333468723067656,0.026394772351168518,0.241154837346161,0.056151709310329305,0.8606491666135498,0.7752522194243272,0.035590585287153864
8773,0.06531902563772843,0.2768723273554813,0.0011066155522673502,0.5808672764494917,0.02457803742103956,0.7719006562852218,0.779092722390877,0.9288854953900383
8774,0.018295702236689144,0.05955825728530708,0.026189301483192047,0.14001164238958053,0.02796631383362684,0.9171150666039111,0.08754906631905914,-0.629463780151623
8775,0.07843070338408226,0.37415553731395973,0.002184295565501594,0.6481095583613572,0.0630704381445287,0.6542371167734308,0.40399659632025997,0.32976283992505717
8776,0.06118867588965498,0.18685762433703465,0.02567682969195553,0.7294736139638259,0.003555946768687682,0.8770742783148142,0.4330026716809347,-0.07387538948117944
8777,0.08247579163798253,0.3711169747264957,0.010625254437093942,0.04208956573798028,0.09023385626865466,0.4519876387217343,0.401002978181042,0.8416798606894473
8778,0.07114279509143609,0.24622179126658647,0.01403090085141557,0.8856768744195077,0.03156311305620341,0.6245335195269403,0.07871856775735213,0.23580952653970177
8779,0.07192050427219786,0.294280727631765,0.03383585264066829,0.3804707195877553,0.004913942492227019,0.7218552667559268,0.20897150449999957,0.8020935807484308
8780,0.07716150435354023,0.08993323721233301,0.023585689287027155,0.3167864588318443,0.09072979888213895,0.6586071168484589,0.8150184866498312,-0.5882392361157828
8781,0.09713866299123886,0.3082461078969686,0.011374822449457242,0.306896863970809,0.04022741104352523,0.7997220930087637,0.5299022159955653,-0.4255540559051152
8782,0.02476287221220083,0.07064624341104826,0.017992561117206256,0.434956466207397,0.021429390894787764,0.9700319674473727,0.6059910382507192,0.5783185941870896
8783,0.00019166336166513142,0.10496240651118603,0.029954051884699948,0.8926006320364346,0.03822302384820497,0.7663472858866129,0.18245913856850057,-0.344852029009877
8784,0.012788475272815961,0.14419473154096885,0.028881034260046668,0.6116697509400852,0.07398950493533701,0.549031458287832,0.14552695503047866,-0.13948337262013044
8785,0.045728607693974244,0.39145139556082725,0.031166423270391725,0.06444683133813701,0.007229381008017313,0.7536160318503669,0.9626091893793384,0.7183092618509992
8786,0.06594266035051594,0.40149216650753655,0.03421503400588297,0.7443256619679364,0.014067942808291288,0.756757414599452,0.2485732616221769,0.6126373858468477
8787,0.04559336015702648,0.041846271445406924,0.01032346779111897,0.10122094297854944,0.004618251082787926,0.661786400524333,0.245626730018815,0.11391349414712115
8788,0.033612939159273415,0.024115416093587957,0.03483961823593536,0.8287242117947707,0.07908698022397853,0.7449981850626985,0.4950034997263821,-0.5741352031934033
8789,0.053141909711241476,0.28115985860817244,0.003107464423696242,0.17968652195041826,0.08247391043074742,0.9405067602497243,0.19264904730955085,-0.5033137428140162
8790,0.038541339608253525,0.004306153428309884,0.04015295262043171,0.760881559609052,0.03827262721643146,0.6060153392637856,0.38651639599510074,0.058015207273049985
8791,0.08009478015662182,0.12216635496950441,0.019205929990081375,0.3872722792225459,0.06933403426772662,0.6925937977645927,0.6614244516508085,0.05197557362402394
8792,0.025591415423101335,0.133177045032991,0.044903477605006126,0.6774497246088185,0.08434758056017674,0.48734930612222305,0.571062458987139,0.8304388361887567
8793,0.04468723194034703,0.3100558176681388,0.038137531406976545,0.17865261112034647,0.06473767671080917,0.46866551051152194,0.37148005746589363,-0.8583122986386291
