sim_nr,ψ_E,μ1,κ_upper,ω,ϵ,α_cp,p_f
7501,0.005532671966590112,0.16157864438882655,0.028404948891471417,0.30422041491141216,0.09929350999455162,0.4151276974518309,0.8152178840189805
7502,0.04398408840370854,0.041087102418619084,0.006493018832875744,0.4140095757138385,0.05304113600964072,0.8909251264324309,0.14644355766794173
7503,0.06927994538627813,0.2281371872353115,0.025865096973298987,0.5249167194439287,0.04770034623621527,0.5532921147075696,0.020699608495073903
7504,0.08754014675319666,0.21824727682400713,0.033286209553071724,0.9857900368259578,0.06903732080982215,0.6104892057150304,0.744531999276388
7505,0.03825621474647906,0.10072722191857322,0.03060393215108244,0.5520293756268098,0.039364341463903586,0.41090684393880933,0.7044108580452388
7506,0.02415840818949188,0.19629550956056502,0.03972742653518821,0.46883167650623137,0.07660647448708865,0.44333567101070903,0.14792057671750108
7507,0.06198513852639187,0.299652267739606,0.0451896095402891,0.1845637090925274,0.009175350141227404,0.5179509246214966,0.881538860807863
7508,0.00321842304033586,0.24324503893401253,0.009118519463089165,0.5556493695602599,0.055729220145500906,0.561221747822275,0.6729152609536536
7509,0.06975247431681728,0.1781919320108608,0.04813112857242529,0.07644574592544667,0.08547808407990815,0.8505888496316265,0.8905787684111287
7510,0.014240339893315704,0.4993327446833743,0.047369183057087955,0.20144792378943924,0.044317786578855205,0.9279610917854216,0.18314104783327587
7511,0.03894338580569975,0.21933693504353513,0.026260306492117524,0.31109934688402724,0.05351948287176295,0.9789788600905974,0.3545555477636673
7512,0.016593062920389225,0.1569715244798513,0.04821225612771341,0.3617735169126006,0.0725797449486498,0.9263198834809907,0.9068762517305345
7513,0.06907275634126073,0.09033008146092905,0.04114201767099818,0.9024110089207131,0.025815509770239328,0.43920575017795693,0.5742254688120711
7514,0.028058081926914905,0.3630254096059858,0.014872649367931777,0.016577005856413647,0.04947678254522091,0.8591048183862877,0.33793115011910063
7515,0.06852988470537545,0.46397732289608673,0.023687075679204132,0.14245142500338726,0.0056460566074436795,0.6404163076643086,0.5411268321190109
7516,0.08254379357508708,0.1484142937423119,0.00774447722678048,0.7851487583281237,0.0813286856191492,0.9532366874366663,0.8644043099808989
7517,0.003649802020146128,0.4662075860390077,0.026628245408247393,0.4499353682831368,0.09026553611629656,0.6367389885681591,0.04863485074601812
7518,0.05444703222972111,0.35429726575200143,0.04172730955803354,0.9264302057839272,0.05698777340739944,0.637896840036392,0.3732600906888977
7519,0.048065475212315883,0.3988196139392557,0.025634509687400987,0.722115903115128,0.06381485392564924,0.4616975569501651,0.610627744449476
7520,0.001649323899632768,0.19227430206088725,0.02408052130468791,0.6113899203340869,0.014340992636539839,0.8720709702609365,0.01075206857018682
7521,0.013543461392563025,0.3135658916177316,0.04751508043805084,0.7674024349081506,0.09100697225734321,0.995696123429247,0.3340327121378843
7522,0.030003662651684124,0.3679155539122275,0.03256060125577882,0.24009976253186882,0.08388311786306411,0.5896305089426043,0.7402606572671896
7523,0.04436108805107055,0.10982203976575226,0.03800889948394635,0.09968914218841604,0.09779261604332817,0.6649979769940868,0.6530795528687628
7524,0.08416734154408385,0.2210068939291234,0.00815627676951891,0.9045343254734546,0.014025574035215278,0.6668266036170999,0.81769084543765
7525,0.09278307007831718,0.3039762331446557,0.020615604223504707,0.2735006440657499,0.09962002661067358,0.932062830721507,0.7916046558283147
7526,0.053164137059922914,0.29531126474422315,0.020649611180009797,0.3371874219171234,0.07448801603929728,0.5952385308704444,0.5978984594343587
7527,0.04992879094895761,0.06050149983179863,0.02054298219020433,0.9308577788496651,0.09803552461784117,0.9882870132910622,0.14242049485863578
7528,0.02096257408877098,0.09478807066593856,0.03809855181614922,0.8880969647493825,0.07083417561938392,0.6353194698141782,0.16353104314360054
7529,0.06028648749477076,0.2636864812430472,0.029182711293144915,0.7363600968834473,0.04656995150461154,0.46928711719809346,0.0516115581933093
7530,0.09823806321697959,0.16221880186568108,0.03588744447735144,0.7447312359142662,0.023622073765495497,0.8768630838338434,0.8537257361033391
7531,0.01024284818770282,0.2341876793705091,0.023945084638291793,0.262091162534296,0.0004686930172035622,0.8309406405276354,0.7582726069767994
7532,0.06697904474965545,0.4884692270519291,0.0187700047064242,0.3844534241522531,0.0372476546147881,0.61761237568428,0.8973678799287862
7533,0.07521993346247857,0.3913968072436582,0.011431644071743033,0.7281586207072583,0.02987027611549048,0.885432263844028,0.15536957533278412
7534,0.04107762660290769,0.07665394250474768,0.020229352767331607,0.18589858003004556,0.08218934151459993,0.801370104210738,0.6180088923021745
7535,0.040560209955332424,0.15104233126780797,0.04998127430102729,0.21730842869307027,0.07506538578192892,0.6120281718286394,0.11567254045055159
7536,0.04226480270499089,0.48894128248727964,0.004621916440027145,0.2480886881095013,0.043725967384813914,0.4939871394257619,0.27593883991968554
7537,0.008793980802164186,0.10221827380895632,0.02680553867407533,0.23759592685803624,0.08624565292493495,0.5512752303849757,0.7494368649100644
7538,0.09966593952127062,0.2010884730637483,0.0373224010711672,0.7899816908556062,0.08165190553311262,0.605934757238721,0.4020584710066013
7539,0.011651774184154355,0.3042392825490465,0.013616550411652993,0.6984936627144767,0.09143164519027769,0.7086091126904861,0.9629868453487268
7540,0.05835385517880348,0.39059012378715585,0.04302850711889603,0.3305634740997871,0.00855754509044891,0.743674179995539,0.8409810427799997
7541,0.044048612268877886,0.40913992143848643,0.02431880073978453,0.31720699562049504,0.09685694216647119,0.6764534965755965,0.2075086184961279
7542,0.07375448342621096,0.18038307660596942,0.04888333324071516,0.02065961669559821,0.037510266821940697,0.7338085440996867,0.4590122282096273
7543,0.05804291084065685,0.04417854635597687,0.044576534367380995,0.164414785035679,0.09219064499646273,0.8031115212175517,0.8495772479708792
7544,0.059209240791218434,0.04509303985222334,0.02359659972650786,0.82767000483828,0.06355138340715476,0.7296441043492081,0.4716362498008395
7545,0.05394701503806315,0.4357927667954236,0.0020632775342527563,0.7697572418733654,0.006229889921902172,0.9803370387876338,0.01807446039043734
7546,0.05788725957491323,0.0317311811107723,0.007448527647112549,0.17267101810424404,0.08027243844873491,0.9748021157450867,0.6797306778192435
7547,0.08695617609167564,0.20894306506774543,0.045248663734212186,0.7760961317041717,0.009715696131512193,0.5749922857635884,0.9788622439364841
7548,0.059672963392758564,0.0329484950758193,0.004133778965764698,0.9989475417262434,0.05660612702268839,0.7569934656589679,0.08776444588551038
7549,0.08298741405119303,0.45236207947678747,0.049785719698438514,0.8372331250321243,0.031241342747221814,0.899344535488461,0.9245930568366726
7550,0.0982458644312627,0.4857469413570766,0.008301128644551695,0.15250895085194036,0.020302850348160636,0.5338380434100216,0.7137502664186816
7551,0.023177909944142896,0.1658764699591686,0.03866847355932815,0.06389672901084921,0.08689862302125567,0.579050399650782,0.514674169882344
7552,0.03465445842547068,0.05434621716898751,0.021123963574606323,0.4967625543390846,0.03741020606868384,0.9210328316615778,0.7606360926694093
7553,0.005396160957534252,0.051841457887480055,0.02975684932355392,0.9492151687363681,0.01093810310206602,0.4898845243436326,0.3773840504454254
7554,0.09305690329743699,0.30245192363792955,0.04271866556702285,0.9382130568324303,0.007101953877735133,0.5676387075481832,0.6193609506611668
7555,0.010019486858048633,0.18938598231775836,0.03156680246895532,0.8538930573433606,0.0884283707396527,0.9052488779716308,0.38639458697328555
7556,0.011699671411282796,0.3217895367263122,0.04011776105586054,0.7816731568062767,0.07035860419054017,0.8961291859046949,0.9032043693628531
7557,0.024341464235015597,0.28029432718783487,0.012778310243876448,0.30300760623732964,0.05360179043041533,0.9512609117320141,0.8276095686655844
7558,0.020645242612721156,0.42908601968707405,0.007953215402566695,0.4882830918867897,0.09865091304688688,0.6290434752683501,0.9706418697031697
7559,0.066317515151363,0.3862628058101649,0.026472866593513313,0.13004087412839616,0.0007567346462101623,0.4325794718124295,0.8885671092689814
7560,0.031952520270241425,0.07575235824056238,0.026101460111627606,0.6067033734952019,0.08154233738385588,0.7642770466621496,0.4140871512135845
7561,0.06226437782608255,0.3234718354119102,0.03292196662086433,0.09372258305889297,0.01967568939781409,0.9233149016082846,0.5261328227440666
7562,0.05096593723929658,0.4225373702055618,0.03577857750595272,0.1444665779530749,0.013867698720866187,0.8635047709405843,0.9354713060895218
7563,0.08507615072452257,0.35015625571941467,0.04400566844625726,0.916186104324287,0.01661965409701489,0.74598310043212,0.5826084795096633
7564,0.05387200353870078,0.02672405303751336,0.022145068837216317,0.9808662876826331,0.07151661161077047,0.4330809762893261,0.8224514427018963
7565,0.08947388365464715,0.0893092363725028,0.011318288198310633,0.7259208397522886,0.06497415340292494,0.6725280081043317,0.64821550935956
7566,0.05511916031868065,0.074188674786155,0.03372904069347332,0.5322199088054494,0.05545745909309411,0.49200301547438896,0.9180593521157296
7567,0.022503288250853373,0.21594194919357118,0.017234929131727875,0.7066561245464903,0.054202989901885316,0.9851859864909939,0.36855278162819766
7568,0.09397165197591173,0.2608948069035349,0.04774104994597117,0.08343743140406429,0.0861588189591263,0.4196350279906845,0.19836814205780062
7569,0.018320392187136905,0.3388547868286593,0.04537042421588782,0.10858307614208604,0.04087837320984872,0.5311098665553027,0.8118304433315197
7570,0.07892135123262674,0.3348429050324177,0.008676147500159164,0.731883893911086,0.06127068621205165,0.9193921056109814,0.5550288096487829
7571,0.08074980462265685,0.3010534325859323,0.04676003284985841,0.14964068072188544,0.024639170864467843,0.8710188669791208,0.6326448426151755
7572,0.021444639750300837,0.20817992811246336,0.04361472456384605,0.5602636754879096,0.09079164250472657,0.5771017150959673,0.11829779793461116
7573,0.0711682349006721,0.17913472640300665,0.037426382403323154,0.6237818422509628,0.04017415341508296,0.921309480971248,0.6498927579133436
7574,0.09319399207234949,0.15512899379096845,0.02989629141163292,0.3425334386447989,0.09015941817825085,0.7378154266197627,0.5376090624544853
7575,0.09921139912851683,0.39611177825921173,0.00030229263748783835,0.6184070975416716,0.061523298173890496,0.9458778560794362,0.9768068850222695
7576,0.06586817834073334,0.03803815599497922,0.009637446166963333,0.341386907851377,0.07198311205915194,0.5201446606746886,0.26906503388438857
7577,0.02364090099063712,0.4486304396267924,0.01843944991189483,0.3141092553025312,0.07740003326080402,0.4883490553150034,0.7271646783244275
7578,0.052643922786184655,0.04061073574052206,0.04410157872577719,0.8663224866276842,0.050361075155299195,0.4561455188450033,0.8610248991240762
7579,0.0955839776815511,0.45301948725386393,0.03479636953960761,0.9417771562609091,0.02476043466348287,0.9600958907967403,0.48014541743990813
7580,0.01446395026302701,0.14315349083785825,0.0026662965892598495,0.40891282536343454,0.07319393963061624,0.5376544447367634,0.11073552115212718
7581,0.08125908467102129,0.4870999314934316,0.037798795045288214,0.20368120395559453,0.0014191199472172596,0.8886931823397428,0.6615257109046871
7582,0.026154657511343177,0.08658549226147048,0.03440056239126489,0.7833547725945477,0.08376458173021112,0.5319741146451759,0.9500076443197238
7583,0.07663812578712731,0.1726560229931455,0.013867437158625706,0.9958260881523499,0.05746164406007637,0.6785899144974502,0.7724398570471037
7584,0.02337104229633702,0.49709622906433515,0.04577868553048919,0.8167368264111481,0.02053100501870664,0.503062633973217,0.6574571711925838
7585,0.017122542133351685,0.1253623213282906,0.02998738645345816,0.4247836986066747,0.00114918345233647,0.9487103171273128,0.35350380582854907
7586,0.06803854651636054,0.32803685019279216,0.04697549015443442,0.21501052509010155,0.036203702622468206,0.6598090453978092,0.3041117012957203
