sim_nr,μ1,ω,p_f,λ,ϵ_w,ψ_P,ψ_Q,κ_upper,ϵ_μ,prog,ψ_E,α_cp
7661,0.3504293398433874,0.9047013766788737,0.1015503101923847,0.21291232492060996,0.033913869303703076,0.24752945439249177,0.16799305703798462,0.00011860975917808168,0.00012503198952132924,-0.4021032170240424,0.2260802205478987,0.8164607071234153
7662,0.3983719150833877,0.5212991331252461,0.02380735739357971,0.5236468021506272,0.08808276278469668,0.01829910743441625,0.04885542496172781,0.004132282152780117,0.025331537213098207,0.11167128981127372,0.19415396588154152,0.6090735088475981
7663,0.15732958267522754,0.46660871940988957,0.9505926753631935,0.9928635562564087,0.08530144185583323,0.1630374376100816,0.2250891415021087,0.005698714085640927,0.03845949314722949,-0.6888757093923484,0.1646539654125119,0.7671629975533529
7664,0.3094895411685222,0.07291961631390181,0.21700005109634166,0.6196191713317347,0.02077260381770682,0.1941837356665048,0.1803136030394563,0.0030823144730858167,0.09800429936695705,0.3205426907919411,0.13441875652066806,0.971348036011183
7665,0.3170644856669636,0.15102168646920142,0.056882483275110717,0.7826484544215736,0.01706032322249979,0.12144685834477267,0.15986329921356437,0.004107903574821192,0.08511073229435542,-0.4808147689393554,0.20807949322311103,0.4264838918839772
7666,0.3517033784712253,0.23459471441027913,0.3696249920406307,0.5606628793788734,0.00485969935507817,0.23932480725091276,0.1091193525272671,0.00030831720675240487,0.014571438416744699,-0.8751321746556134,0.2391277906952031,0.43232486911948614
7667,0.3107935404024646,0.5521546200731489,0.38909913562574444,0.5097568631579136,0.08320916591777255,0.12487481201937603,0.03178784034422225,0.0013162085753977279,0.0003746772714268394,0.13554325684589696,0.24621910939770603,0.48792656806248474
7668,0.24604804242965647,0.8025330917286364,0.9521290573673816,0.6539047171471938,0.07912718444161201,0.15536640692945364,0.06445521644068165,0.004430746946735901,0.03854634519914782,0.6593165196978648,0.1386852221985156,0.5982034800852163
7669,0.05294693287051822,0.07920576216943165,0.4864079369439655,0.1415399858869305,0.0057455715668877526,0.06921161714122175,0.19913723436027553,0.0018673050470313698,0.05968491558139591,-0.0823685132382379,0.07097592262772945,0.6547894695583063
7670,0.2835758150616559,0.2735291662841024,0.029463710702551403,0.6431422964491073,0.08930450565590883,0.18812565011183466,0.15960428854376266,0.00229746329229709,0.03906960121742648,0.3113521048913752,0.003607112246967865,0.8337814221850661
7671,0.03551588838068545,0.5599104627705682,0.22460484523994037,0.38631003632564914,0.012276240774236459,0.18644832140369316,0.06468482422837374,0.005762908017557856,0.03181868293051831,0.35983691527430794,0.1528090812156949,0.6284095208732403
7672,0.21567278923831718,0.0777055842771227,0.7883426461551009,0.33722842676094633,0.07230561178366239,0.16193830360208486,0.09176002716247637,0.000838568065615485,0.03251299185090017,0.89421548260109,0.1392197735508078,0.9021781592642216
7673,0.14080348972229867,0.4669740570300986,0.37781066090644433,0.49449637938299756,0.04112029622688626,0.17135404259751155,0.24197520511808573,0.005738667796326001,0.025453488580590985,0.7738725263129145,0.025150824880343363,0.9077659580438453
7674,0.2958995076510425,0.3030608774937114,0.11126063308982165,0.4682572673891473,0.024606608455214948,0.09734618532670081,0.09158972357291727,0.009111125309188884,0.028508371245113642,0.5096851588417366,0.030588882412074407,0.9688492685517608
7675,0.04545707485558279,0.4849984005634169,0.7491015734633061,0.2539767373842564,0.09074044457596428,0.0844709266760951,0.029924910265816253,0.008818340799135977,0.09385510702410356,-0.5812150342216957,0.20459515175047557,0.5460846703365929
7676,0.004707449679522151,0.44335141992943544,0.684584801984215,0.4834911507870081,0.01861348597079774,0.23235561168150384,0.13055277916479638,0.006652518903861017,0.01686074672052809,0.9730830794066494,0.12263276057834006,0.5179146074320593
7677,0.37523959097095594,0.645224239592819,0.7320780319084902,0.5411703566071758,0.023164249654525498,0.19265123692393218,0.14413106422226807,0.00963491749171149,0.028202786841935026,-0.95882783324491,0.1773035326705657,0.8053822375277496
7678,0.18096518862015454,0.9525810264931628,0.9015800890155045,0.09488835238202639,0.06860414041819225,0.11402871458561907,0.02329961989040989,0.0065022944696827316,0.017647954907463646,0.3682328347172352,0.13061795706127485,0.8275854598788392
7679,0.15792675097520167,0.916252286403958,0.9942703930481975,0.45805101540964355,0.027907193190906288,0.2458848887163343,0.18762554843671306,0.003161435698500229,0.05406791462280337,0.207660634256988,0.0909122105336798,0.6458859634961163
7680,0.39210801254638833,0.9477885783204066,0.06764718540998055,0.13808304305706484,0.04956981185070363,0.003307700873502577,0.24785012016572505,0.006851070834559237,0.0017074120192869194,-0.27054422263246547,0.1865659630769272,0.4689062822339737
7681,0.04579218153493951,0.5817015168782858,0.9976033337318372,0.30833167935419237,0.08470126256493836,0.11910704172846957,0.11352498013520705,0.0008770633890527879,0.042406390765575064,0.7374760498093922,0.18727484180821927,0.5780202287751878
7682,0.1251772887325233,0.8119394584703313,0.570673744477455,0.22001864601471038,0.09382354724638121,0.13270243002596754,0.24485043609637838,0.00955357431734641,0.0031771844762486,0.7948338273869595,0.06883792414740392,0.9395675511340414
7683,0.35997657143331196,0.830658406363652,0.4524332839065792,0.0028269744267393447,0.07248015305977622,0.2483269234065375,0.15884778048680862,0.009988448691104641,0.029162376588820794,0.06786773843413196,0.15842071510729602,0.47681808072162
7684,0.34722662294622586,0.9999981033749786,0.9392472640782885,0.21403917812246492,0.09004646417711165,0.09249371502875599,0.005010000495725534,0.007596634563853555,0.016147810287708154,0.2580579914546255,0.1457047427627765,0.9561360231311284
7685,0.34888947704659995,0.456300314022392,0.7792274162043955,0.902197975901387,0.021830881230082123,0.15469495137746897,0.10780711420126288,0.005385259278357374,0.03724535991623065,-0.2691740947282031,0.1662445181024967,0.5307838974547583
7686,0.24003910386920516,0.2956212003804727,0.8925081663562682,0.971107622061495,0.010245126452424373,0.06222284058105401,0.01668919069833587,0.003672917572496453,0.011930768763478884,-0.1568544250027497,0.08211362355272864,0.5047422175180726
7687,0.08226451119899708,0.07065291340357134,0.09982159737020252,0.9615402878894228,0.024657759783671934,0.24731429810120834,0.07498429323115824,0.007528177767659096,0.019729975223726146,-0.015390192505245759,0.15661454808929914,0.5719002374892318
7688,0.15025236629633423,0.3375697990304023,0.5342545719602869,0.02853767542167039,0.001191202399822957,0.11140361719842207,0.08284349175614526,0.007517295203794527,0.08584206946665045,-0.33072577001566983,0.18671833821515293,0.9867537763299998
7689,0.016926503735140833,0.4391031747774687,0.9708295521803534,0.4177912107349932,0.004563998061201949,0.08680933263555334,0.1654365705012035,0.003966993672632142,0.051997540921128564,-0.6128857918714141,0.029503911385554835,0.7083173154074067
7690,0.09510895914761736,0.590985731353089,0.5230428511355995,0.4231397955868977,0.046134141172299775,0.03860895025284693,0.009854612602553417,0.004118302897837504,0.09775626740128038,0.7293686171572733,0.2067776611616549,0.5193247224611731
7691,0.1982756128443246,0.3596686692715705,0.8454919357900441,0.7251594567723946,0.026509562983351755,0.2246339077457594,0.03893455642503342,0.0006201632791241154,0.01635679231934282,-0.8713086462734404,0.1625139195017877,0.9307866475529284
7692,0.12070184230688752,0.8948267074688953,0.7246204005278607,0.259198372393602,0.02688770720644544,0.03213505578510322,0.201962128152907,0.00833389919977993,0.0024023556059984126,-0.8052756202311543,0.13775713345549537,0.9318223218964413
7693,0.20985885951514435,0.43035831488103043,0.7637060596750147,0.7411832837952065,0.013286797993873526,0.07045737910690884,0.10495706990113836,0.006701227268560206,0.04991171879337543,-0.5935478414021711,0.042667948042934216,0.6890194045009742
7694,0.20291326348410246,0.5656938159032757,0.7662210922512479,0.8161324379307999,0.05327490496275137,0.0978166717998757,0.005668426619198189,0.0053060793942401345,0.07517746886924079,0.7791155555895604,0.21848481559108698,0.749998529500787
7695,0.2484647226802368,0.9842523932164817,0.4596761211790781,0.28190130655313755,0.03341945854212322,0.012720004461226331,0.055991182620712066,0.006976136283480023,0.08558035985414938,0.13426325961787122,0.13373969926897145,0.631451476905901
7696,0.16399917380373824,0.5151528133456164,0.5759183451259792,0.6421504546740981,0.03377661523528005,0.24605545847049612,0.2413146554739733,0.0011963233699468973,0.051647226712282314,-0.43364655697924204,0.0860016552086914,0.7122475257810782
7697,0.3377047882487201,0.577310206599065,0.8138710186062735,0.08562309047686253,0.040679657594875226,0.19357584901835848,0.05061844164449593,0.00730709013430633,0.09670528417164391,0.6068871093809949,0.20359450334228282,0.9905445112874801
7698,0.020200736567215268,0.005513967638411776,0.10243438681472222,0.07746633718726657,0.011532802987398219,0.18267543637180533,0.24718686974720058,0.003698439663983011,0.09469877432549384,0.8262569512902771,0.1844130122053048,0.7644072644189328
7699,0.14896303302713132,0.5235774719863525,0.31775211400089404,0.5151644089023888,0.04904700075026735,0.07961450064906565,0.055336418197040306,0.008820774905690769,0.022916292485016736,0.3265364994601312,0.23745901395841976,0.8976624849928688
7700,0.09756758241951619,0.31619150320937056,0.7315973811333235,0.946764584587499,0.03243974542227998,0.1388141517479213,0.08360313128560927,0.009489999939377644,0.026631980786098054,-0.7457016278517574,0.011170134946964932,0.7528339842560378
7701,0.3578282668802511,0.5661785903137295,0.42323716888583796,0.9527387967903411,0.04584526771276967,0.14959181458820137,0.12564108751845451,0.0004542525365223939,0.09072396920192954,-0.1336530435016785,0.1788400999165274,0.4506157028537889
7702,0.17759123559742312,0.6270115373223984,0.7677153917731019,0.023573381567895475,0.031109089512830042,0.19022652838252563,0.028002716962799188,0.009261322552498017,0.004368859274971547,-0.9111936153146942,0.07665288868381855,0.8655890217831392
7703,0.23381544219429612,0.0489788366385225,0.6483206708908652,0.544726672951835,0.02366461508049333,0.08603778794682457,0.22410111048533507,0.007980427820052101,0.04013840075783444,0.6273918838316628,0.12992293677267494,0.9841763884615986
7704,0.2096229797097062,0.48093966446278835,0.5307864700267505,0.19582781438765431,0.0035354263568901155,0.07348320993801667,0.1252821891885178,0.009864460797989113,0.05622284010380085,-0.2227733361730091,0.06965588717181775,0.6374486452234027
7705,0.29519016269492787,0.4198193555903507,0.1784106171550732,0.33393265074136996,0.017847945001084102,0.034574165482669714,0.1932821146322393,0.0006611467229130874,0.03465569107377001,-0.5669659800383897,0.16768449968706226,0.5947538412565154
7706,0.3101823392257043,0.397123867786244,0.833803721031088,0.3278546052659131,0.08452688252835489,0.16447380738632886,0.03647877865378569,0.005010540546528453,0.054033870824744736,-0.08442039774337184,0.16684707772309934,0.40196544441673543
7707,0.4506869239301541,0.5322167628616744,0.397811997106615,0.7100835887838352,0.06555826763398663,0.08475996330800466,0.15226936445989314,0.004366533927099953,0.049823882096003864,-0.5354133969065833,0.10653518070853632,0.695184303276682
7708,0.2150314048376167,0.7741171007381221,0.2892092936768084,0.6929671231522607,0.07491585872472771,0.21803541628821746,0.024451924343307285,0.009602583020589153,0.05895798023592983,-0.5166559058183042,0.010067968828748008,0.7228590609093546
7709,0.08999722427408954,0.9311483989318622,0.5473350631684973,0.20846329456622278,0.03525719253507854,0.20013575978881154,0.23349203481976896,0.008468915622426122,0.0037711873163316385,-0.914347315894879,0.08894806281994477,0.5840868874880069
7710,0.19049397169856833,0.9812543998749342,0.48341587927911567,0.38543981229807583,0.08666410543652506,0.18960911055126956,0.12418665661147915,0.007909390966302584,0.06829871273082037,0.6998465526440545,0.10822148103970161,0.9995494269819876
7711,0.4733835330271267,0.37167699889975864,0.6011219773829659,0.28320773159492857,0.03174117711139093,0.009352279820061659,0.17856352378977788,0.0022459400015850052,0.0027044130718129394,0.9507909727583068,0.08184566506669799,0.6216197208752552
7712,0.07647297020715418,0.696053011401991,0.30193064177495366,0.4521484658936644,0.059028883276663405,0.2143485391520039,0.09544912486745794,0.006038620844616097,0.03238630654511022,-0.5678992185875431,0.076937231116273,0.735659436917761
7713,0.4880259483334005,0.8654228928476817,0.14926587816054415,0.3173346705252367,0.08761664016211568,0.08093897759078375,0.15732162072372555,0.00806600096140181,0.013612688172116822,-0.6605272772742679,0.21500520990476696,0.4542890863712193
7714,0.2700848727284293,0.7019867878430688,0.7974006673991629,0.3950335595994993,0.017743184528633955,0.0170061756150398,0.004348769711830504,0.0068065104655940165,0.07279339075100699,-0.8486006063100329,0.2453703653078658,0.6419289164040802
7715,0.35803666745242607,0.765498902870883,0.7114081262869487,0.7965741691689424,0.02796604755433585,0.2187571554618305,0.13514036902515297,0.0007022631095965879,0.0170948731443192,0.7107378544586553,0.16295569830606849,0.45203586140662655
7716,0.45743136880971164,0.8565143655399429,0.7746988628852004,0.10366175093301394,0.012869291881273807,0.07891318036910028,0.18289253416872184,0.009396237409464334,0.09977171968346615,0.2951192562687548,0.09285607956457907,0.46584996141934504
7717,0.02343199523780985,0.8925419984119513,0.1807881597828457,0.331787122342157,0.09289299894020267,0.13097423287364626,0.07576806813295286,1.4032303049856152e-5,0.01217826726267889,-0.20027816639985607,0.11608488919498287,0.7239162732262212
7718,0.31605510785355856,0.4276986957729959,0.3187180721209426,0.8634004204458948,0.02891206159554944,0.19231926601911484,0.14195110077222528,0.0017252429624991308,0.041689425731105983,-0.5989579091162922,0.12191327063826378,0.447277208088336
7719,0.4556650242669143,0.5834204960200762,0.15508558579858567,0.7142943143476355,0.029394653791106302,0.24263799739087696,0.058130483024869985,0.00014518216371941391,0.03862023565714245,0.47589164149175156,0.07484089466080592,0.908266812355721
7720,0.20177114836835017,0.12276657327303878,0.2921504284621756,0.2740011446751105,0.06755048994647822,0.16178054933940725,0.04713507671601892,0.009148395594904024,0.08775450921385765,-0.4823459891197419,0.11034227964822589,0.8154430547589477
7721,0.4150173017037537,0.5488879516810606,0.5798102286956894,0.9701010792437909,0.028107464537754707,0.13533367207772784,0.1868405399000142,0.0017963936754181033,0.09869330948098035,0.033903466396420834,0.10726529408990125,0.521394653515257
7722,0.10031866179174481,0.43682646030267824,0.31980062173466933,0.7213147231623718,0.05505613159027883,0.061812410946512304,0.1734780124034276,0.007453454503154717,0.011451896679114539,0.1934765748864915,0.02770065452322454,0.4994486578403712
7723,0.27923032402452097,0.5896489009105877,0.5975093733264809,0.31255240034781284,0.03102782229098615,0.1687428152183866,0.20730395602288376,0.00779801044705862,0.08502894239867526,-0.24653554102223174,0.1994017618531191,0.6291976277536205
7724,0.24897460562486307,0.28246853005982053,0.057725887850168106,0.8800468444828812,0.04438938834789168,0.04368460481286052,0.05695612899158475,0.009642921036125041,0.01164670149736323,0.6016178236033982,0.18387111059758077,0.44377372989837693
7725,0.29052066373724733,0.31911108499027285,0.7059431952670712,0.8929151049421278,0.040524582442428306,0.0324751590518816,0.16509859895176063,0.0029376784317640438,0.051529466763123526,0.8005078817463982,0.13537943578836714,0.4247803074094132
