sim_nr,μ1,ω,p_f,λ,ϵ_w,ψ_P,ψ_Q,κ_upper,ϵ_μ,prog,ψ_E,α_cp
16853,0.027521862170324637,0.9697420530343921,0.551543436945281,0.22810922296847025,0.07659655704611373,0.20160591390439725,0.08346604414478415,0.00787935516617627,0.0886202780724072,0.02081648845705053,0.09139073399795435,0.718461741838989
16854,0.18797754315104828,0.9401314357828945,0.7316712037709885,0.8345001837130155,0.058749746791596294,0.01510935865031832,0.11984065048216316,0.00961559452635861,0.03179748007971785,0.13506839824796213,0.05768553109691049,0.5437539345354006
16855,0.46443201216525015,0.8213427672502637,0.12921457108495157,0.28316922717886983,0.0844841086527357,0.2437998929675362,0.07040302829827463,0.00902142633745056,0.07439954923899951,-0.03881906847706085,0.0657331246078317,0.944606904326737
16856,0.3105303454037515,0.37675183654461397,0.6081202682211384,0.04371609137222264,0.09932228245756212,0.16480574014170524,0.010082159191740435,0.007931047594633147,0.0613637516343025,0.6598810996490729,0.05604015540467391,0.9607027432823118
16857,0.34626985562020407,0.6753740177968571,0.6095475512451449,0.6075344829258144,0.0848836300947301,0.1458148764750763,0.052427500904754495,0.005376817999163945,0.09714417067773697,0.802627451753188,0.014670253265154289,0.902211798071376
16858,0.32089911678490746,0.7501331120199513,0.5888343812280566,0.46600633547525605,0.05625314767146919,0.19267158080881647,0.24679274716071123,0.006544878827986671,0.009648904000065324,-0.31172745004611013,0.0773597481490807,0.7568560256061372
16859,0.06545493972258759,0.12090768917227124,0.16058655629350022,0.7402618078586575,0.015128359890212401,0.04531816413763703,0.18009687126890153,0.0064052578413889725,0.010726837357026465,-0.16885228763816595,0.05451820286020676,0.45931237975436834
16860,0.11786478293247203,0.7516545461806938,0.30872041491220237,0.5503485488362522,0.09452091446238492,0.23937098382468847,0.02902678220403331,0.00016081706419273514,0.09727036057226345,0.8289043774759488,0.24626334995343535,0.5532608229783326
16861,0.14707141526731715,0.6393626277291122,0.6737456723445688,0.3131516475729116,0.014656640104474856,0.21904893171988557,0.14462226147538526,0.0030642613204960147,0.0692386269900344,0.5857328998559783,0.20355227235849513,0.7592547833711005
16862,0.49922468771290496,0.6824700983983459,0.4284640362063514,0.19356462132381305,0.08166152573448016,0.000142940222911128,0.21801753167683116,0.008879134933630416,0.08469181762317543,-0.040006336688534594,0.11756498358494089,0.5034712087953431
16863,0.3028393564426104,0.3584059289174915,0.21374326872122754,0.07106921360950923,0.04500163595768169,0.18736281617027342,0.2302154655605374,0.0029551209592635587,0.09741383170386732,0.4236997755646781,0.1378668304448924,0.48029183233831185
16864,0.039491267392571555,0.5578049886822067,0.3801834252727264,0.358015294367004,0.06066819700193722,0.023837075139712994,0.05180553080090509,0.0005124877063457723,0.03782487275661939,0.9467284677040171,0.10576008181552085,0.5076248467485509
16865,0.1271301740185302,0.8163512631018488,0.8175902014715807,0.5003078490860715,0.055882168091586505,0.10756968937319444,0.1557444783953243,0.0012463797213892681,0.013122773452311418,-0.9704838001166775,0.17080927154451697,0.7537917749341447
16866,0.24759436516827668,0.9969981233342624,0.35456458290210413,0.3432579199659896,0.00513475540813731,0.19730744516379745,0.22194756125189746,0.003830519910551759,0.06743978566169867,0.3079750701722468,0.05998529123483295,0.7177403399127347
16867,0.47010493331722225,0.6268257825169166,0.5071549636570214,0.2524292577346395,0.08723992783720502,0.2333462639719384,0.03763903159218136,0.006480100938541637,0.08231090740195642,-0.36571736726578896,0.08509605665958016,0.45321500871392006
16868,0.13795684937853855,0.10848799351264897,0.7467214317973639,0.7605758225356434,0.0942854274395256,0.19774990565923586,0.03423402619962134,0.000571066023941223,0.09561580706646976,0.9318999212412311,0.16697584198441967,0.7457669876075512
16869,0.2945728388066127,0.45983242044616307,0.7524234249573029,0.279526939257335,0.029279794954772273,0.11763750108071495,0.22983268446282254,0.002248851854477312,0.030737279296671083,-0.29150979055512016,0.16401122730726977,0.9212059477647462
16870,0.04233374925290884,0.341394183014203,0.8443728740337242,0.32736526883194506,0.03217842323783989,0.17618587646199618,0.2335032217577897,0.0028172340904310035,0.04246267780147123,0.4802453948974006,0.08334740064620211,0.6911337899180402
16871,0.15872052205040119,0.5798755663160963,0.5506797583658625,0.33855270941171356,0.0013840308199991036,0.032225031229075114,0.09092543218794646,0.001144430266505439,0.005071789730091727,0.14272602077730423,0.07724371376436295,0.6491794032813443
16872,0.28518442316807124,0.23615518627991847,0.15451035131612748,0.17641052916713104,0.02029441715844706,0.059305889155125364,0.227932435008503,0.006370568549679053,0.0427548022119581,0.9698683484853372,0.008383562401734124,0.8429524310069196
