sim_nr,ψ_E,μ1,κ_upper,ω,ϵ,α_cp,p_f,prog
6876,0.01278456979839527,0.32427345587586315,0.008503674892402134,0.2568062341089789,0.02941575852844209,0.6805639518284332,0.8184417710119202,-0.4962325955814867
6877,0.026529519225173954,0.3232170804689833,0.03194146755868271,0.8325423877444252,0.045669910159809965,0.41771958410711113,0.791408891583639,-0.16344735924548714
6878,0.07121199912634367,0.23118540392773798,0.002556511727479241,0.8059429036725918,0.013330155515243703,0.8657853208258017,0.369597248679778,0.7846197714847463
6879,0.06510892220282262,0.17135648172457338,0.04746637223048081,0.8145692855916303,0.046040615540714626,0.45757016713999143,0.529656657567188,0.9790864214791788
6880,0.024720518558249648,0.1277304693189918,0.039986277640318174,0.8118530019750341,0.03055786737827934,0.6755822414050634,0.4259714535288791,0.6205659675425279
6881,0.09874902328623088,0.3765309228198262,0.0132623690766421,0.19557183672769154,0.0971518379969507,0.6433244255872674,0.27426405634976603,-0.17353532541037853
6882,0.01981233914192928,0.49730249479362354,0.0290510311783886,0.43136040194999575,0.04083587484757619,0.532888008818377,0.5539363053735581,-0.8721162886151287
6883,0.05555289945922501,0.1900842981078416,0.027577400414713328,0.6688928460240743,0.0821608764487229,0.4819818068945017,0.6665018594617392,0.86825291054351
6884,0.02324124761976974,0.30118251724259615,0.0023408050195597536,0.6557566646071675,0.03928122593869761,0.9374540782512024,0.20689309279129392,0.9080801781311534
6885,0.099897704176428,0.3987870333440018,0.01985536728488614,0.40732652722091334,0.0678986733915689,0.48974310046664404,0.8887361599370068,0.514350075117217
6886,0.08943374222552584,0.039940594617749695,0.020431145409741103,0.2526660053864444,0.0712176557693837,0.6689467381237995,0.43064947492954414,0.4040982330466909
6887,0.03067110207297621,0.07947851904272407,0.047038635119359455,0.33005702831043776,0.028133095988213393,0.470949192418122,0.494764770970438,0.0856035618328197
6888,0.015153926685951197,0.4646058766877023,0.006516944741264287,0.4745691440601028,0.09870698997716944,0.6653024005674253,0.44224182377591226,-0.1267531965594455
6889,0.06630464684751505,0.4742820555697858,0.021447165836019008,0.6498787128755005,0.019417134829305918,0.8098133599630812,0.5658698828042006,-0.6149116572354854
6890,0.03096464393949025,0.160320899232136,0.002896595450919583,0.6798129847567019,0.08692789148193275,0.9242087785951852,0.09208947619854738,0.49076550177853795
6891,0.014867499556691928,0.43219762166086784,0.016623814723407713,0.21011039699460876,0.04171645182165107,0.4143822988123761,0.6129221018232532,0.5006649380214587
6892,0.05204179313272857,0.3579299681675907,0.014037563102435252,0.7450735410814671,0.06883729356437594,0.5470817595785571,0.5274335676741375,0.6081921960168759
6893,0.09224901600824831,0.49023731728331205,0.008943747515582126,0.8556397991101343,0.0004983763600509521,0.7717158196831635,0.8803640823785015,0.1013801070269722
6894,0.01396593200123523,0.4606799230670626,0.019487405181832708,0.6924928440920204,0.08449780229835999,0.6280632105633941,0.8526681046751284,0.8285840155346933
6895,0.08790171102026491,0.1948925544411209,0.01482152551383999,0.8925700183656865,0.055337265766933756,0.8165274536955421,0.6553779574814318,0.8389661132191817
6896,0.07253163233423243,0.07734576816923519,0.03358718441952981,0.0858208398291841,0.025823811637658397,0.7201871739007664,0.13528199707767632,0.7083312871616869
6897,0.07602615684616126,0.27599106025957937,0.02953561344088661,0.9769167054617665,0.026402233982507725,0.9952039077474589,0.35995681744652824,0.4399068527231984
6898,0.0002468196600377453,0.24761041647993606,0.04801388708203465,0.42883345282121726,0.04365164353335826,0.9713002496394597,0.42250798147235374,0.2101199809691423
6899,0.021743623196517934,0.4275216265076198,0.011322919394880981,0.7967044160571997,0.0228864473987692,0.5694156554146024,0.3777484065163228,0.9919788025266805
6900,0.013503959507765399,0.20429082484846012,0.04884506871260068,0.12756951560707078,0.04531410894151054,0.5230570747494744,0.6948981978890433,-0.38395141428111934
6901,0.08962128727318623,0.06339525367856517,0.014082193674744664,0.6719788280635952,0.008337135127678516,0.4317332773353361,0.09932708995514655,0.12328126997607614
6902,0.023832579097582157,0.224910709033671,0.013773455077644575,0.5548757703649628,0.02437524018094724,0.4693056005105426,0.5287189862871516,0.9676303556355779
6903,0.04828056064666399,0.3157682855759,0.00679774030385642,0.8888843856788233,0.00023609761396552265,0.5917627741851097,0.11860258857635322,-0.9802329078041977
6904,0.005455703331611633,0.435786676244708,0.0010971269845959487,0.7142231772045391,0.06694114273398609,0.6672637343536938,0.53964590285104,0.6368375851506731
6905,0.09720131368391162,0.15426400725743517,0.0031165789993606212,0.4007880783316584,0.05230018915938486,0.440067742951979,0.47139078547676017,-0.12092032046483325
6906,0.05385684456144433,0.4237639117013343,0.04118182598279082,0.7626318818798871,0.05950854234636127,0.827087178347387,0.01634602967229307,-0.7237547182505936
6907,0.0615316522379141,0.3679390742235836,0.030432150476479347,0.059319995112315484,0.010088806443678348,0.7167398686994862,0.006998683988271634,0.41396631520319227
6908,0.02221881059095345,0.38035868817670754,0.0466315029211979,0.937981759210862,0.08621878067881304,0.484142122206229,0.9052297683534074,0.05879117661286437
6909,0.05578013274070151,0.23475323843867285,0.039656252326596225,0.6975629220944618,0.00663765019696316,0.5590815140071532,0.6903695668261508,0.513261578812719
6910,0.04119118904274514,0.20547824614357796,0.030491125500761464,0.7888138897834255,0.07310015910293045,0.7558252958284819,0.3822729879115652,-0.5570042651751506
6911,0.08215634377818684,0.38393274439186514,0.0021072157227245204,0.47825409462052576,0.0737419104507268,0.6716780056696365,0.9014469724504046,0.7325727170108096
6912,0.011142421833878858,0.010684770157678823,0.02488626223305569,0.16721310922965407,0.03601576163670292,0.9671151362881257,0.8053478683336938,-0.9603591879375066
6913,0.04334497051469133,0.0710952442033602,0.03789392811984541,0.6876724705365929,0.0001479039808855107,0.7347906680318432,0.8273696525167675,0.46688371406514473
6914,0.06065931084435181,0.3318743512933949,0.03465955210205981,0.20776168840032638,0.005554220796656051,0.4683965545828885,0.9845585454096693,0.3034557425133457
6915,0.0993704807948831,0.03875295894169042,0.0363793540287891,0.88586057011146,0.05447094045294655,0.7450677557868955,0.4065973323697241,-0.7380839196826603
6916,0.006120861715215248,0.2507514765804505,0.020102114745334944,0.6756958746457229,0.09878035639418635,0.9693949787488774,0.37323491669874154,-0.7753769572312985
6917,0.027133595226653647,0.09221808119649795,0.007394076286040258,0.5864616202951647,0.028586389394119338,0.7105973557013638,0.20449042555023758,-0.9116973332608657
6918,0.03511326494820043,0.29829053851952075,0.029986944661118828,0.6134410278469434,0.08445759048680115,0.48475974173438907,0.9699250212424184,-0.8700432144320984
6919,0.014393472097205266,0.07603409285334746,0.027072216096480403,0.2802349998287884,0.07164726913053092,0.6221826045595211,0.36208268458313086,-0.12397725646573021
6920,0.0037269354430847627,0.3052183645416397,0.023970171347814262,0.9608410774343782,0.008264201037937907,0.8724456356165747,0.7668870639587783,0.27598867462496757
6921,0.005075505469760518,0.09102945120618415,0.031851342246190815,0.8313224735287056,0.03164020236305072,0.6486419120107245,0.9038076930063266,0.9253382194121735
6922,0.09737435313908718,0.2395663090156133,0.028874487997042942,0.5877853710573553,0.03501241118029035,0.5830968608670541,0.43629798975664763,-0.0033355445994788235
6923,0.022001873535758252,0.27339406574926417,0.004914000851401804,0.5945020195936837,0.060171091216056974,0.590778079227124,0.8755373490929007,-0.20975561963262712
6924,0.027621125993781838,0.23207360091000528,0.0013298958754474814,0.035463667450184644,0.02266184228000761,0.6470760660064946,0.2720769667013848,-0.7859853816465647
6925,0.029423688852809427,0.15825058807731066,0.04148016939307003,0.14248397776605995,0.051775222169779624,0.4635601242261022,0.25358439679253075,-0.6698380591126327
6926,0.03851226906437843,0.38310129898739836,0.04208735240471616,0.9044006415542585,0.03842668819880648,0.5023707052710311,0.47533446607124685,-0.3057660791358616
6927,0.027266877918147754,0.192773748565358,0.027949321757872337,0.10235992252274798,0.03646782978043207,0.9827044898997962,0.5775953795640115,0.13222806370911866
6928,0.006603190155777036,0.3920115794794932,0.009043110190371068,0.8763590078966232,0.01765579772745909,0.6839361700107223,0.26451298413657787,-0.273673247790025
6929,0.09451442620247921,0.3029179838079944,0.04254433534633356,0.20056504761056437,0.06566879191477175,0.4426880908179803,0.8687936718481104,-0.9541763436804038
6930,0.0690463613505675,0.08711313338650921,0.036306725635499686,0.9522495517277763,0.03521070061875016,0.9231803847814162,0.8079097498049668,-0.2581660978863545
