sim_nr,ψ_E,μ1,κ_upper,ω,ϵ,α_cp,p_f
1876,0.07247571338695394,0.44273644068436313,0.021738153592981122,0.7962018613700277,0.05815141341009067,0.5491609179527754,0.4386743709472056
1877,0.03307205883573798,0.29325584724274706,0.007872087298610653,0.986501592486598,0.027482377409194632,0.7592498254169247,0.6505477270492964
1878,0.021311199917292387,0.09799114428322309,0.002006189270961673,0.10499934658998546,0.09729646070906385,0.9502758974887332,0.02717504059627089
1879,0.017392833114543076,0.2991944303949397,0.02480701635133984,0.07760767019839758,0.0730755526893633,0.7155426791583172,0.7563021509990713
1880,0.09259435057601909,0.40159245295143475,0.04073786170170569,0.9853033349638306,0.030197236296231635,0.6016438396693886,0.1336233161968811
1881,0.0056640275721013605,0.26685894284019307,0.04105109032346449,0.9148749841473819,0.05505959953335822,0.6391669701181294,0.6430199473272342
1882,0.08688048237202023,0.396522778028378,0.024336038401510128,0.266918845183664,0.03930153086523953,0.9919391156973723,0.011577146765327385
1883,0.01509407394582217,0.27739461209702415,0.003808503827455196,0.11294349367316388,0.05909609327856224,0.5272356900022274,0.007344220092462969
1884,0.06527285850397949,0.14784641225642023,0.023880994887576334,0.7111345366211429,0.03517304177451264,0.8122899552383246,0.16504800514682072
1885,0.06132161934354187,0.21076328706179848,0.016140029627365514,0.38380673173356616,0.05958671006236809,0.6821321416000209,0.6851756054380196
1886,0.030090737673311344,0.10059048360660591,0.030235153870987963,0.5168608875604215,0.09204479322207963,0.4928567170634784,0.24435039478522436
1887,0.07993104645244327,0.4657126086689269,0.013312132228956006,0.7857005753089323,0.026393263546450486,0.805365853164586,0.26682717465162586
1888,0.024709194903424478,0.389591334065365,0.043840985181159815,0.1634377715566847,0.08823917329615506,0.7036494658398449,0.3369299615607989
1889,0.03767886203558041,0.13808460988844365,0.014021494797426379,0.833858193105434,0.09705608409172962,0.6874532108338691,0.8403604540708471
1890,0.06489448245367682,0.18950837159229186,0.03138137363138556,0.8800074644796134,0.07731554754125725,0.5747854844681923,0.2822635076041816
1891,0.044518916646220145,0.16058918003680914,0.005765976009916019,0.12176220158268225,0.08135896525319897,0.6540446618782323,0.6443933856089408
1892,0.042402842058524425,0.030279339709219977,0.0030028207650360985,0.6022270701038722,0.08416152371533947,0.7407233544936667,0.033027138858969775
1893,0.004807662039939292,0.0014357741088904614,0.039813313610681966,0.7077215697543572,0.0491254151515264,0.5016143330471139,0.3287880988268151
1894,0.06547008603513058,0.06739791249545452,0.02001903523707202,0.06010872570721974,0.09367329838091658,0.7455768040439147,0.42541415002289024
1895,0.08813000766654422,0.394621696429997,0.024539435065257596,0.48172770654308195,0.08698631907934123,0.7928147298932948,0.12296580669157929
1896,0.09157679489213838,0.4774482149541532,0.009531253371920232,0.9368407870860139,0.07323073697653379,0.7287814639245773,0.2688008122606837
1897,0.01423645387165021,0.10463083549111302,0.0049153493235099275,0.9731290732719698,0.02992912837975886,0.7544162604849685,0.7965444392668968
1898,0.06649264355884847,0.07128096030452728,0.02796943018007947,0.27365314899747906,0.08886236938327255,0.4218173267196923,0.445456880946462
1899,0.07533432404936907,0.2039786940433586,0.029839534870433657,0.39151968251266406,0.030968328235826566,0.8522738576989239,0.42154896545030907
1900,0.024837237661101973,0.4908547274855909,0.020801433281033885,0.9906457172630473,0.036803866193940736,0.7518033094522816,0.7973146766183722
1901,0.05255219255573869,0.2788741752161566,0.038920292029564936,0.3074868326415168,0.029371354457520135,0.8209684767709439,0.17250519948909782
1902,0.021020204249761604,0.4807605196411782,0.003190318211192362,0.5243598887647064,0.0726195842491579,0.8561275222535983,0.3452752028998661
1903,0.050473124829514215,0.2322079472727199,0.013920265264450837,0.6262317698059585,0.0066460416602952405,0.5436859504064421,0.5734887019433452
1904,0.08557116636461592,0.18187932466236914,0.0062047287207119195,0.019302076961755444,0.044682895122749894,0.9160520610365787,0.7355093948623391
1905,0.051146719126111406,0.03225920390114038,0.0033303515054744653,0.8481403894043175,0.08125163428170129,0.9333450122185576,0.12152447274686028
1906,0.020010557551688415,0.42586048241239305,0.01730634759594102,0.779780218529732,0.07198451233021323,0.6574062798692419,0.8623197288829577
1907,0.08870389275273496,0.10643799173930922,0.00118394640605245,0.0943478924064072,0.0743331441039048,0.7437488415554006,0.41543310651535814
1908,0.06922044592163151,0.02474353551001183,0.007214131048909393,0.24054400577840773,0.07455451151599511,0.8719110730953953,0.25321083808204975
1909,0.06994868258566211,0.4311461322628736,0.03539891010428553,0.2612991960535946,0.04073671268425962,0.557567522198208,0.3541347840915729
1910,0.0987673690443836,0.2794190019495853,0.024605663601253384,0.7969038958130432,0.07787233583984948,0.5446519969635533,0.46596527216862066
1911,0.0070620487477158,0.10786555708635343,0.018173864997789745,0.4273005235713841,0.009066147488948876,0.980882886957212,0.1857126160253772
1912,0.07862040389896338,0.33791266133929704,0.007695306444650729,0.6227561769006579,0.09975342198986122,0.725357435575236,0.6517142760980652
1913,0.022665792450569468,0.040451526000801034,0.03694644331688701,0.21529132899341952,0.06131886932724115,0.7323945982576623,0.5641519704214939
1914,0.034301660160896134,0.33673235986721495,0.03174176169283937,0.9153736906011536,0.04650487906802192,0.6092938545599362,0.4438991303956469
1915,0.041578306176316374,0.3057248256858287,0.017229520415685217,0.12024983085242888,0.032904192078514756,0.8464994142824085,0.179192703616941
1916,0.0567606770577041,0.29010018030423346,0.026481261595998035,0.6899938916758502,0.035954725087937726,0.5183712521064991,0.044374842520469304
1917,0.023046159491558495,0.16511441786805992,0.007940958925954587,0.7933584942514657,0.051114894104968694,0.6736536641421663,0.021388679154200913
1918,0.04211757200746796,0.22944023852840123,0.015546294629255162,0.9488595777258464,0.016964388784280075,0.5123800365103411,0.31679598340137033
1919,0.059496511744702864,0.3611461558576289,0.018293584271948108,0.9899542733824126,0.025766486759146313,0.5343432984067135,0.6541014449296139
1920,0.06177783673719224,0.344797017636842,0.02013372879992756,0.7222261931721118,0.04601362577543741,0.8295263232959613,0.11689471862962869
1921,0.027908405383169296,0.3927161195256323,0.0351558087836218,0.031638346085052345,0.014539594750990812,0.8581748143461477,0.04119718961156551
1922,0.09526609986504903,0.12413319238856212,0.036059421382703086,0.27894035423433733,0.052630556886844294,0.583058940416174,0.8199764111929171
1923,0.014829290102301749,0.39571457406979405,0.022338190425404424,0.2441061925807211,0.013143079493484781,0.9572425000885364,0.22898420814118273
1924,0.05090727038139297,0.33909287520128933,0.0037146924763647848,0.9945416178927519,0.048463643722719774,0.9409215062541854,0.9501170801343618
1925,0.055506395663300616,0.4697807897412692,0.03481200200630869,0.15180829589277312,0.08582995236030566,0.8239422981346809,0.27459395104154144
1926,0.08972805476584338,0.44875998821465535,0.033822500413361926,0.6251390280510812,0.003796873502130794,0.5722436152057012,0.07254095008609925
1927,0.0025159330787895505,0.05935783235744683,0.030652427047829035,0.3150476517196985,0.0532737494856594,0.4907111510627663,0.03976224424299694
1928,0.05467470944080532,0.09330894802521435,0.044060600674533434,0.9062963967971691,0.016889036207207535,0.5366037398374525,0.9931059902331519
1929,0.09168161145355917,0.4786051573460242,0.007640457458864564,0.9674172222463361,0.09950373306143566,0.6378153364538004,0.06589335260478409
1930,0.043129702988860624,0.41296130536986436,0.022282045602981734,0.9660720581489038,0.054434934618460266,0.9818117394605831,0.21881025405050222
1931,0.056877864076946144,0.1983090065431732,0.028538382232953463,0.9266986566403445,0.03709638674102107,0.48177532516078647,0.41031337850076804
1932,0.06708401075226635,0.3336922970937484,0.04950741012356544,0.293511557316734,0.07349557272118103,0.6333201895886784,0.4012634127024036
1933,0.021277898788343713,0.14601112132927466,0.001200450342337147,0.9508051202170414,0.038934637621684656,0.8571337617929246,0.6947214113939307
