sim_nr,μ1,ω,p_f,λ,ϵ_w,ψ_P,ψ_Q,κ_upper,ϵ_μ,prog,ψ_E,α_cp
19917,0.46875574510111273,0.3994112253121954,0.6905610900387202,0.208566582865099,0.014837749179720916,0.08569379137011764,0.06135629225849671,0.009665647429660954,0.08202837487728731,0.854202271140517,0.05767060491054482,0.9865188189914554
19918,0.43183936983831117,0.9462762330406186,0.4889675325983294,0.8963962588241313,0.0020122108524294,0.015002393364897542,0.09530681615807313,0.0014628826673078164,0.021111417569813367,0.9643604826914529,0.23877223956267152,0.5799578442322844
19919,0.36392879414510987,0.14222822496820078,0.6558728093152443,0.9407156905396593,0.0988871018333578,0.203526407471108,0.15533325860445174,0.004979741522267096,0.05181369711679848,0.33932722136191584,0.11685090560850493,0.6375509085220702
19920,0.46355398157315875,0.9264897456143468,0.6862962820010406,0.5956112244103162,0.06339046705004263,0.21127994747310486,0.18801297832013514,0.005484742414462434,0.0011938918423277638,-0.7696124284513265,0.0643856634001316,0.9267435963656452
19921,0.12472041389716697,0.11260620155163932,0.34088202008197427,0.9458386182090434,0.09994563236439222,0.029722869161052518,0.22314355181554704,0.00517218911475874,0.08109788203574057,-0.04424277862778514,0.22210071924416522,0.41228571661672453
19922,0.2784341939002402,0.4821129784728608,0.44845940754604113,0.8956547925146382,0.04711699398571216,0.16784130174765483,0.07430749842268275,0.004202235640543236,0.02437048505709117,-0.47051321182332906,0.018663054241911312,0.5329055479610835
19923,0.017900248820000655,0.04897003463097082,0.42661085126594384,0.6490323441730884,0.05596409767556531,0.07672597791704833,0.019640283070376966,0.0038123415466692315,0.011569939253679279,0.056656134571332784,0.1490315125740949,0.52224193863222
19924,0.3389965947634256,0.9981878499752477,0.2792712721519839,0.9291801046543019,0.08791499878027281,0.23262032199865773,0.18138726421113846,0.005619373980885168,0.060445966330218974,-0.949710149149345,0.10166086676784616,0.4797933118275064
19925,0.23656230665428696,0.456617350275035,0.22777517260659333,0.7635005416083003,0.011583049363970137,0.2283488757653346,0.03368234000797568,0.00920183914678919,0.09605546338624943,-0.5447443733112225,0.027892102610155064,0.984376222553048
19926,0.37694511668146413,0.9595344527394727,0.8499751477494151,0.6029782217076236,0.09120472257228193,0.22549204262600386,0.20558239567196504,0.008361745222742337,0.017440166204871748,-0.841120439421588,0.11660828078266527,0.7807355904937092
19927,0.35084728173758845,0.6041926106285402,0.7017630630629119,0.25502423022567294,0.039953575143658535,0.11356138628604816,0.16302275328606355,0.0011058726160388865,0.04604267348924333,-0.5532669625563906,0.06282019810784684,0.5619390455187532
19928,0.48369301823236127,0.4409308258417909,0.3817836892333876,0.5197023279513078,0.09058596228597794,0.009768030571936488,0.13096106773812022,0.006372907888011678,0.008543715915157886,-0.9172658446108707,0.09104938411831068,0.9955251655697671
