sim_nr,ψ_E,μ1,κ_upper,ω,ϵ,α_cp,p_f
626,0.018655779642926872,0.09219806997180872,0.0013216049669807245,0.0029048936011025588,0.01882000882748501,0.6846393103400836,0.7087858795999211
627,0.00520473001076666,0.03317768368812732,0.028276829695093427,0.25684545916116647,0.0447809808676142,0.5742407020053337,0.7261118318762084
628,0.07282471582170405,0.3335627144614351,0.022490109704413723,0.45008037577667254,0.042611474299661715,0.834696104082485,0.49878694986588773
629,0.0651222506654107,0.0031950585262571812,0.04080816520491446,0.2628121220263934,0.061631248885226135,0.8955840121183183,0.16291661302721563
630,0.07882445304102408,0.31302756345353644,0.035995749991484326,0.04355835310538427,0.04421338748678861,0.8639274048199863,0.10646953338356305
631,0.0442787938106609,0.16779395428780275,0.02486172736357627,0.4854134003043844,0.031152435837487776,0.6815027791411311,0.7650075943571757
632,0.040275143771083086,0.2169731749968531,0.03735408820302675,0.4449792782794365,0.017599938487856414,0.9275780875547669,0.14927249496481554
633,0.03295799915094395,0.4037432364188575,0.03060618244082047,0.4670605121325713,0.0559926376071753,0.6538279038992103,0.5465673168626977
634,0.0466512438312027,0.3755534245884184,0.02750067450253878,0.895991969560415,0.05398527721800972,0.8111745603201062,0.8477097496708431
635,0.07178803356339725,0.1419101136493618,0.026131297897288755,0.8541496429796003,0.020789648986491563,0.5858848513431903,0.008960636497183172
636,0.032334450825967774,0.146995303629434,0.019394247208401282,0.26574905314039626,0.0016120521978056997,0.8446460051620932,0.2832617138541722
637,0.04140529354817585,0.028757791123098765,0.003297170503091626,0.47092998621661025,0.029942242837009327,0.6604532971794284,0.71065247649627
638,0.09911183938129062,0.2883494351007243,0.04143867474998224,0.0045295499317146905,0.025322773349027983,0.9193105270433839,0.5201730673829943
639,0.060825775312276835,0.09816156136001751,0.036025626123457236,0.4998297092277692,0.06125625801243652,0.5957770013439421,0.4883233010083219
640,0.0026883490859962848,0.4955538024922134,0.01739746358418692,0.18008037086033954,0.03982075941817666,0.5605450952129868,0.24527939241671057
641,0.03846286254158175,0.15982254632689316,0.043710896550273125,0.3677019210892795,0.005396772373258491,0.6060100297257405,0.43434116864565414
642,0.05615372451875518,0.3504511518075101,0.033900739492367236,0.34340877376431483,0.008746006930410869,0.9085437130719365,0.3512012319387531
643,0.013551170169549232,0.21928333077347853,0.030706968175611683,0.5587384895871332,0.0411876609664245,0.7606318160301209,0.06605789180537465
644,0.04819302133373207,0.03606086941243327,0.024713918330565562,0.7175633060845479,0.020266118073064075,0.8742072228072013,0.5096327527389313
645,0.05234789737558894,0.24102530059583901,0.013038148464968497,0.7043900447668809,0.049680455888421536,0.665453081653689,0.7818403794420947
646,0.010341434258171432,0.4579226061717317,0.028162842278719704,0.10258505346522535,0.04850478300639794,0.7357766699204824,0.8108411500130778
647,0.08642545643748475,0.446550058646416,0.04025623184284598,0.7766143471050722,0.04438570176724822,0.8182247124141624,0.22110062239527511
