sim_nr,ψ_E,μ1,κ_upper,ω,ϵ,α_cp,p_f,prog
5626,0.08634902467181566,0.3428220332732663,0.004774322783010097,0.6543720854821988,0.07336806588789994,0.6268492834424537,0.06058480228818922,0.6799156058440687
5627,0.013613791028514852,0.053491517695873236,0.009203299469352026,0.9522968495089627,0.05045444912685303,0.7356673505854225,0.9970584450336184,0.6121719071560048
5628,0.084641035064719,0.4777263975284424,0.014103211231644194,0.5013720961460545,0.00710945348095874,0.4116015494005978,0.5797028249399092,0.6844345856816134
5629,0.02832848838096562,0.35874773098798235,0.022382326044559378,0.8770797871824607,0.06091797655165002,0.803337421473342,0.5146068603918941,-0.9387716268172799
5630,0.018671931497154345,0.3934179775786098,0.046585244298001156,0.2609146715343459,0.0629769663293165,0.5394995396745861,0.2423391198617892,-0.5709582366858587
5631,0.03529065160870981,0.3486441699173597,0.04648918313339967,0.8077425231669966,0.01243180228712445,0.7550371109874532,0.5445819065454673,-0.5552527304102164
5632,0.008035338626752686,0.2110388379285218,0.014011060334854311,0.197260992386354,0.016133245093338248,0.4856096655954265,0.8063111823903572,-0.3857534720564241
5633,0.04145486341300561,0.11379542255665913,0.046193873108745453,0.2026170375691581,0.08457935304726458,0.5391396582831303,0.8764056973842355,0.9109269895642538
5634,0.002572871493275368,0.1392816270862019,0.0160812312702889,0.125380892175613,0.02240066876690845,0.8362891950841426,0.9754540500702298,-0.8403901313615543
5635,0.009143036539417537,0.18394749477283565,0.021432733175582645,0.17737083182479305,0.0786741690315727,0.9205242656742646,0.7326447626059287,0.4468997263012322
5636,0.017204780592847514,0.4014042192537807,0.010714322624551333,0.2724468780041338,0.0812283476213378,0.5272213251851063,0.45471127165691366,-0.1232586066764092
5637,0.07791410592865058,0.4862671483001238,0.03843063981957503,0.8876038327432503,0.045297360824991514,0.6471945421681708,0.44995324559072253,0.5821828956963919
5638,0.06011283687168293,0.47912009017289675,0.040598393007869917,0.9610785248435937,0.028317206849516226,0.6349524835146656,0.11408901687266382,-0.42210577170340746
