sim_nr,ψ_E,μ1,κ_upper,ω,ϵ,α_cp,p_f
1,0.03743504972303229,0.3081023113452158,0.03956918807696033,0.735400218725575,0.016650408872036608,0.5704732340468763,0.8335046526303024
2,0.021033027919586934,0.1332554900062559,0.036156288470090066,0.2759421031699152,0.01839687666572327,0.6235777738897614,0.5489957894678057
3,0.03264264229277283,0.038663018954943194,0.046718401861337494,0.8982783670390149,0.07368954621245093,0.5096014050342179,0.9479793279547046
4,0.011487728669536228,0.35165130794836613,0.018621945449710683,0.7953731289832419,0.0975065611845964,0.8452646357893758,0.8632183850455322
5,0.09227823136163982,0.35006791050459185,0.02011887791538737,0.10428246965236594,0.06226823720178443,0.7888306983323327,0.3971484012556573
6,0.0965337501729797,0.0176916242471457,0.011157371519680354,0.8897906043531241,0.09338701772960246,0.6591373493480062,0.08882580838213248
7,0.055621300388174436,0.12613105008103456,0.018331509767099415,0.9693488893660124,0.04630204056778799,0.9169329834825057,0.08066181590919912
8,0.013259486371574224,0.16533223996886373,0.04740548699601439,0.30642111754128204,0.04260909161866501,0.9548775197226118,0.376018688788909
9,0.020599712237972356,0.1430585559579334,0.03923345484388302,0.717537554345142,0.0485151292905343,0.8584702666788392,0.9986487721422364
10,0.06615204533233877,0.1535674638687596,0.007093357918101866,0.5393794027957258,0.019501388808741384,0.44028526699900356,0.052136187378705276
11,0.001971448692170965,0.17403106367110469,0.02341187329284121,0.4744019715029023,0.09216456566804487,0.8089764503987495,0.05500046265453328
12,0.08009129292541078,0.4809837632856483,0.0006835203830197813,0.5298419878098576,0.02313463104278414,0.40736232195207994,0.4783877594556615
13,0.09489637641736075,0.259527109226422,0.04077658096721925,0.09006840031863068,0.06870437915696645,0.441090797689397,0.5876171107565253
14,0.04852806603069676,0.02759086029815611,0.014623132677062124,0.5755161489872679,0.06417053421166365,0.6286961002269791,0.40078262274500936
15,0.04463040177657368,0.12941603160367526,0.01776052623079807,0.6437095390149349,0.015400089072776825,0.4906733356930769,0.27513581364880874
16,0.09298087284965333,0.46224093237753267,0.003047272592110793,0.09187851879287214,0.08882800683442824,0.646011214767015,0.038612617018074814
17,0.051788424968276736,0.06158699799528289,0.02005496759042105,0.8717271311502643,0.021472852686603025,0.9906828756700933,0.720481199489311
18,0.07921170653650125,0.42654112419063533,0.027330697221381102,0.5860573522653464,0.07337970238416885,0.4349083881981136,0.33448465198480476
19,0.03511111365424443,0.12535194765685323,0.007318820483971982,0.7469938484342044,0.01147329882722897,0.9314259050954604,0.6786229334318905
20,0.055125500617337224,0.4899322359707502,0.021381314778066835,0.17135216522922603,0.05019335720105428,0.48971937170581564,0.4210055920249758
21,0.08840219487343635,0.4854135333626969,0.04365407092490477,0.4975126401482083,0.00034787774580236145,0.686799357457864,0.6481533269410786
22,0.0141260134183892,0.2779829314116259,0.038248146913657764,0.949048908511856,0.07784205682352863,0.9482916123332185,0.91007612448408
23,0.07474858447641007,0.009621191699654127,0.003281490707606632,0.7103131676213111,0.08011595119138008,0.769994579488411,0.16725494643398092
24,0.04136143286087002,0.22830143469709546,0.03352807005684132,0.9607247704172606,0.06900466735481972,0.4202468663097139,0.45878862098542966
25,0.04470425706694336,0.3557395175812759,0.007956492453837062,0.22939034360426935,0.07529512767466703,0.41850052951835615,0.10128241492649402
